TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Total_Households,Toilet_Inside,Toilet_Inside_Flush_Sewer,Toilet_Inside_Flush_Septic,Toilet_Inside_Flush_Other,Toilet_Inside_Pit_Ventilated,Toilet_Inside_Pit_Open,Toilet_Inside_Open_Drain,Toilet_Inside_Manual,Toilet_Inside_Pig,Toilet_Outside,Toilet_Public,Toilet_None
HH2808,27,501,03991,530167,Shivani (CT),Urban," 2,882 ", 706 , 24 , 614 , 19 , 40 , 7 , 2 , -   , -   ," 2,176 ", -   ," 2,176 "
HH2808,27,501,03991,530168,Malkapur (CT),Urban," 3,402 "," 2,596 ", 78 ," 2,493 ", 13 , 2 , 1 , 3 , -   , 6 , 806 , 1 , 805 
HH2808,27,501,03991,530169,Khadki Bk (CT),Urban," 2,600 "," 2,079 ", 106 ," 1,955 ", 13 , 3 , -   , 2 , -   , -   , 521 , 3 , 518 
HH2808,27,501,03992,000000,Sub-District - Murtijapur,Total," 39,912 "," 16,482 ", 788 ," 9,805 "," 1,429 "," 3,804 ", 549 , 62 , 27 , 18 ," 23,430 ", 797 ," 22,633 "
HH2808,27,501,03992,000000,Sub-District - Murtijapur,Rural," 31,760 "," 10,516 ", 571 ," 5,097 "," 1,134 "," 3,178 ", 494 , 26 , -   , 16 ," 21,244 ", 539 ," 20,705 "
HH2808,27,501,03992,000000,Sub-District - Murtijapur,Urban," 8,152 "," 5,966 ", 217 ," 4,708 ", 295 , 626 , 55 , 36 , 27 , 2 ," 2,186 ", 258 ," 1,928 "
HH2808,27,501,03992,802677,Murtijapur (M Cl),Urban," 8,152 "," 5,966 ", 217 ," 4,708 ", 295 , 626 , 55 , 36 , 27 , 2 ," 2,186 ", 258 ," 1,928 "
HH2808,27,501,03993,000000,Sub-District - Patur,Total," 30,806 "," 9,447 ", 265 ," 4,608 ", 824 ," 3,391 ", 259 , 34 , 29 , 37 ," 21,359 ", 366 ," 20,993 "
HH2808,27,501,03993,000000,Sub-District - Patur,Rural," 26,918 "," 6,970 ", 226 ," 2,777 ", 762 ," 2,943 ", 203 , 25 , 29 , 5 ," 19,948 ", 36 ," 19,912 "
HH2808,27,501,03993,000000,Sub-District - Patur,Urban," 3,888 "," 2,477 ", 39 ," 1,831 ", 62 , 448 , 56 , 9 , -   , 32 ," 1,411 ", 330 ," 1,081 "
HH2808,27,501,03993,802678,Patur (M Cl),Urban," 3,888 "," 2,477 ", 39 ," 1,831 ", 62 , 448 , 56 , 9 , -   , 32 ," 1,411 ", 330 ," 1,081 "
HH2808,27,501,03994,000000,Sub-District - Barshitakli,Total," 34,449 "," 8,320 ", 438 ," 4,363 ", 563 ," 2,463 ", 417 , 40 , -   , 36 ," 26,129 ", 213 ," 25,916 "
HH2808,27,501,03994,000000,Sub-District - Barshitakli,Rural," 34,449 "," 8,320 ", 438 ," 4,363 ", 563 ," 2,463 ", 417 , 40 , -   , 36 ," 26,129 ", 213 ," 25,916 "
HH2808,27,501,03994,000000,Sub-District - Barshitakli,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,502,00000,000000,District - Washim,Total," 257,892 "," 87,120 "," 4,119 "," 45,665 "," 6,338 "," 28,080 "," 2,055 ", 440 , 28 , 395 ," 170,772 "," 4,356 "," 166,416 "
HH2808,27,502,00000,000000,District - Washim,Rural," 217,490 "," 59,916 "," 2,633 "," 25,602 "," 4,812 "," 24,412 "," 1,915 ", 233 , 28 , 281 ," 157,574 "," 2,186 "," 155,388 "
HH2808,27,502,00000,000000,District - Washim,Urban," 40,402 "," 27,204 "," 1,486 "," 20,063 "," 1,526 "," 3,668 ", 140 , 207 , -   , 114 ," 13,198 "," 2,170 "," 11,028 "
HH2808,27,502,03995,000000,Sub-District - Malegaon,Total," 40,922 "," 9,334 ", 499 ," 5,368 ", 660 ," 2,438 ", 252 , 66 , -   , 51 ," 31,588 ", 448 ," 31,140 "
HH2808,27,502,03995,000000,Sub-District - Malegaon,Rural," 40,922 "," 9,334 ", 499 ," 5,368 ", 660 ," 2,438 ", 252 , 66 , -   , 51 ," 31,588 ", 448 ," 31,140 "
HH2808,27,502,03995,000000,Sub-District - Malegaon,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,502,03996,000000,Sub-District - Mangrulpir,Total," 37,801 "," 14,507 ", 796 ," 8,019 "," 1,309 "," 3,931 ", 337 , 43 , -   , 72 ," 23,294 ", 751 ," 22,543 "
HH2808,27,502,03996,000000,Sub-District - Mangrulpir,Rural," 32,027 "," 10,421 ", 683 ," 4,968 "," 1,006 "," 3,447 ", 281 , 25 , -   , 11 ," 21,606 ", 616 ," 20,990 "
HH2808,27,502,03996,000000,Sub-District - Mangrulpir,Urban," 5,774 "," 4,086 ", 113 ," 3,051 ", 303 , 484 , 56 , 18 , -   , 61 ," 1,688 ", 135 ," 1,553 "
HH2808,27,502,03996,802679,Mangrulpir (M Cl),Urban," 5,774 "," 4,086 ", 113 ," 3,051 ", 303 , 484 , 56 , 18 , -   , 61 ," 1,688 ", 135 ," 1,553 "
HH2808,27,502,03997,000000,Sub-District - Karanja,Total," 47,194 "," 23,525 ", 688 ," 9,561 "," 2,072 "," 10,678 ", 366 , 71 , -   , 89 ," 23,669 ", 990 ," 22,679 "
HH2808,27,502,03997,000000,Sub-District - Karanja,Rural," 34,216 "," 14,446 ", 407 ," 4,044 "," 1,144 "," 8,400 ", 339 , 33 , -   , 79 ," 19,770 ", 189 ," 19,581 "
HH2808,27,502,03997,000000,Sub-District - Karanja,Urban," 12,978 "," 9,079 ", 281 ," 5,517 ", 928 ," 2,278 ", 27 , 38 , -   , 10 ," 3,899 ", 801 ," 3,098 "
HH2808,27,502,03997,802680,Karanja (M Cl),Urban," 12,978 "," 9,079 ", 281 ," 5,517 ", 928 ," 2,278 ", 27 , 38 , -   , 10 ," 3,899 ", 801 ," 3,098 "
HH2808,27,502,03998,000000,Sub-District - Manora,Total," 35,934 "," 7,617 ", 427 ," 3,525 ", 821 ," 2,219 ", 556 , 48 , -   , 21 ," 28,317 ", 309 ," 28,008 "
HH2808,27,502,03998,000000,Sub-District - Manora,Rural," 35,934 "," 7,617 ", 427 ," 3,525 ", 821 ," 2,219 ", 556 , 48 , -   , 21 ," 28,317 ", 309 ," 28,008 "
HH2808,27,502,03998,000000,Sub-District - Manora,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,502,03999,000000,Sub-District - Washim,Total," 53,173 "," 21,689 ", 903 ," 12,961 ", 947 ," 6,204 ", 448 , 148 , 17 , 61 ," 31,484 ", 777 ," 30,707 "
HH2808,27,502,03999,000000,Sub-District - Washim,Rural," 38,083 "," 11,265 ", 178 ," 4,366 ", 712 ," 5,547 ", 393 , 22 , 17 , 30 ," 26,818 ", 234 ," 26,584 "
HH2808,27,502,03999,000000,Sub-District - Washim,Urban," 15,090 "," 10,424 ", 725 ," 8,595 ", 235 , 657 , 55 , 126 , -   , 31 ," 4,666 ", 543 ," 4,123 "
HH2808,27,502,03999,802681,Washim (M Cl),Urban," 15,090 "," 10,424 ", 725 ," 8,595 ", 235 , 657 , 55 , 126 , -   , 31 ," 4,666 ", 543 ," 4,123 "
HH2808,27,502,04000,000000,Sub-District - Risod,Total," 42,868 "," 10,448 ", 806 ," 6,231 ", 529 ," 2,610 ", 96 , 64 , 11 , 101 ," 32,420 "," 1,081 "," 31,339 "
HH2808,27,502,04000,000000,Sub-District - Risod,Rural," 36,308 "," 6,833 ", 439 ," 3,331 ", 469 ," 2,361 ", 94 , 39 , 11 , 89 ," 29,475 ", 390 ," 29,085 "
HH2808,27,502,04000,000000,Sub-District - Risod,Urban," 6,560 "," 3,615 ", 367 ," 2,900 ", 60 , 249 , 2 , 25 , -   , 12 ," 2,945 ", 691 ," 2,254 "
HH2808,27,502,04000,802682,Risod (M Cl),Urban," 6,560 "," 3,615 ", 367 ," 2,900 ", 60 , 249 , 2 , 25 , -   , 12 ," 2,945 ", 691 ," 2,254 "
HH2808,27,503,00000,000000,District - Amravati,Total," 637,446 "," 342,031 "," 20,743 "," 208,711 "," 26,019 "," 75,399 "," 8,217 "," 1,951 ", 231 , 760 ," 295,415 "," 26,642 "," 268,773 "
HH2808,27,503,00000,000000,District - Amravati,Rural," 424,563 "," 174,645 "," 8,322 "," 70,636 "," 21,230 "," 67,048 "," 6,310 ", 646 , 148 , 305 ," 249,918 "," 5,401 "," 244,517 "
HH2808,27,503,00000,000000,District - Amravati,Urban," 212,883 "," 167,386 "," 12,421 "," 138,075 "," 4,789 "," 8,351 "," 1,907 "," 1,305 ", 83 , 455 ," 45,497 "," 21,241 "," 24,256 "
HH2808,27,503,04001,000000,Sub-District - Dharni,Total," 35,025 "," 4,893 ", 331 ," 3,098 ", 375 , 703 , 295 , 89 , -   , 2 ," 30,132 ", 299 ," 29,833 "
HH2808,27,503,04001,000000,Sub-District - Dharni,Rural," 32,111 "," 2,895 ", 238 ," 1,566 ", 309 , 553 , 142 , 86 , -   , 1 ," 29,216 ", 297 ," 28,919 "
HH2808,27,503,04001,000000,Sub-District - Dharni,Urban," 2,914 "," 1,998 ", 93 ," 1,532 ", 66 , 150 , 153 , 3 , -   , 1 , 916 , 2 , 914 
HH2808,27,503,04001,531532,Dharni (CT),Urban," 2,914 "," 1,998 ", 93 ," 1,532 ", 66 , 150 , 153 , 3 , -   , 1 , 916 , 2 , 914 
HH2808,27,503,04002,000000,Sub-District - Chikhaldara,Total," 23,055 "," 2,830 ", 214 ," 1,153 ", 316 , 704 , 396 , 44 , -   , 3 ," 20,225 ", 226 ," 19,999 "
HH2808,27,503,04002,000000,Sub-District - Chikhaldara,Rural," 22,168 "," 2,264 ", 199 , 620 , 311 , 696 , 394 , 42 , -   , 2 ," 19,904 ", 131 ," 19,773 "
HH2808,27,503,04002,000000,Sub-District - Chikhaldara,Urban, 887 , 566 , 15 , 533 , 5 , 8 , 2 , 2 , -   , 1 , 321 , 95 , 226 
HH2808,27,503,04002,802683,Chikhaldara (M Cl) ,Urban, 887 , 566 , 15 , 533 , 5 , 8 , 2 , 2 , -   , 1 , 321 , 95 , 226 
HH2808,27,503,04003,000000,Sub-District - Anjangaon Surji,Total," 35,986 "," 18,488 ", 631 ," 11,093 "," 1,588 "," 4,752 ", 345 , 56 , -   , 23 ," 17,498 "," 2,238 "," 15,260 "
HH2808,27,503,04003,000000,Sub-District - Anjangaon Surji,Rural," 24,861 "," 10,549 ", 348 ," 4,911 "," 1,239 "," 3,740 ", 265 , 32 , -   , 14 ," 14,312 ", 410 ," 13,902 "
HH2808,27,503,04003,000000,Sub-District - Anjangaon Surji,Urban," 11,125 "," 7,939 ", 283 ," 6,182 ", 349 ," 1,012 ", 80 , 24 , -   , 9 ," 3,186 "," 1,828 "," 1,358 "
HH2808,27,503,04003,802684,Anjangaon (M Cl),Urban," 11,125 "," 7,939 ", 283 ," 6,182 ", 349 ," 1,012 ", 80 , 24 , -   , 9 ," 3,186 "," 1,828 "," 1,358 "
HH2808,27,503,04004,000000,Sub-District - Achalpur,Total," 58,996 "," 36,002 "," 2,363 "," 20,670 "," 4,818 "," 6,353 "," 1,118 ", 582 , -   , 98 ," 22,994 "," 2,525 "," 20,469 "
HH2808,27,503,04004,000000,Sub-District - Achalpur,Rural," 37,307 "," 19,527 ", 994 ," 9,593 "," 3,361 "," 4,719 ", 716 , 119 , -   , 25 ," 17,780 ", 304 ," 17,476 "
HH2808,27,503,04004,000000,Sub-District - Achalpur,Urban," 21,689 "," 16,475 "," 1,369 "," 11,077 "," 1,457 "," 1,634 ", 402 , 463 , -   , 73 ," 5,214 "," 2,221 "," 2,993 "
HH2808,27,503,04004,802685,Achalpur (M Cl),Urban," 21,689 "," 16,475 "," 1,369 "," 11,077 "," 1,457 "," 1,634 ", 402 , 463 , -   , 73 ," 5,214 "," 2,221 "," 2,993 "
HH2808,27,503,04005,000000,Sub-District - Chandurbazar,Total," 43,387 "," 25,292 "," 1,405 "," 9,544 "," 4,037 "," 8,974 "," 1,119 ", 117 , 34 , 62 ," 18,095 ", 819 ," 17,276 "
HH2808,27,503,04005,000000,Sub-District - Chandurbazar,Rural," 39,869 "," 22,658 "," 1,120 "," 7,454 "," 3,930 "," 8,921 "," 1,103 ", 77 , 10 , 43 ," 17,211 ", 551 ," 16,660 "
HH2808,27,503,04005,000000,Sub-District - Chandurbazar,Urban," 3,518 "," 2,634 ", 285 ," 2,090 ", 107 , 53 , 16 , 40 , 24 , 19 , 884 , 268 , 616 
HH2808,27,503,04005,802686,Chandurbazar (M Cl),Urban," 3,518 "," 2,634 ", 285 ," 2,090 ", 107 , 53 , 16 , 40 , 24 , 19 , 884 , 268 , 616 
HH2808,27,503,04006,000000,Sub-District - Morshi,Total," 42,211 "," 22,100 ", 961 ," 11,203 "," 1,848 "," 7,277 ", 706 , 102 , -   , 3 ," 20,111 "," 1,159 "," 18,952 "
HH2808,27,503,04006,000000,Sub-District - Morshi,Rural," 34,030 "," 16,208 ", 828 ," 5,865 "," 1,717 "," 7,030 ", 682 , 84 , -   , 2 ," 17,822 ", 952 ," 16,870 "
HH2808,27,503,04006,000000,Sub-District - Morshi,Urban," 8,181 "," 5,892 ", 133 ," 5,338 ", 131 , 247 , 24 , 18 , -   , 1 ," 2,289 ", 207 ," 2,082 "
HH2808,27,503,04006,802687,Morshi (M Cl),Urban," 8,181 "," 5,892 ", 133 ," 5,338 ", 131 , 247 , 24 , 18 , -   , 1 ," 2,289 ", 207 ," 2,082 "
HH2808,27,503,04007,000000,Sub-District - Warud,Total," 51,490 "," 23,716 ", 930 ," 14,145 "," 1,318 "," 6,874 ", 380 , 45 , 10 , 14 ," 27,774 "," 2,954 "," 24,820 "
HH2808,27,503,04007,000000,Sub-District - Warud,Rural," 37,048 "," 14,280 ", 649 ," 6,252 "," 1,166 "," 5,806 ", 359 , 30 , 10 , 8 ," 22,768 "," 1,192 "," 21,576 "
HH2808,27,503,04007,000000,Sub-District - Warud,Urban," 14,442 "," 9,436 ", 281 ," 7,893 ", 152 ," 1,068 ", 21 , 15 , -   , 6 ," 5,006 "," 1,762 "," 3,244 "
HH2808,27,503,04007,802688,Warud (M Cl),Urban," 9,769 "," 7,496 ", 228 ," 6,102 ", 119 ," 1,009 ", 19 , 14 , -   , 5 ," 2,273 ", 891 ," 1,382 "
HH2808,27,503,04007,802689,Shendurjana (M Cl),Urban," 4,673 "," 1,940 ", 53 ," 1,791 ", 33 , 59 , 2 , 1 , -   , 1 ," 2,733 ", 871 ," 1,862 "
HH2808,27,503,04008,000000,Sub-District - Teosa,Total," 25,376 "," 12,930 ", 525 ," 5,384 "," 1,618 "," 5,175 ", 177 , 22 , -   , 29 ," 12,446 ", 368 ," 12,078 "
HH2808,27,503,04008,000000,Sub-District - Teosa,Rural," 25,376 "," 12,930 ", 525 ," 5,384 "," 1,618 "," 5,175 ", 177 , 22 , -   , 29 ," 12,446 ", 368 ," 12,078 "
HH2808,27,503,04008,000000,Sub-District - Teosa,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,503,04009,000000,Sub-District - Amravati,Total," 165,617 "," 127,064 "," 10,312 "," 100,557 "," 3,109 "," 9,991 "," 1,928 ", 730 , 187 , 250 ," 38,553 "," 14,053 "," 24,500 "
HH2808,27,503,04009,000000,Sub-District - Amravati,Rural," 32,055 "," 15,912 ", 852 ," 6,305 "," 1,330 "," 6,443 ", 810 , 32 , 128 , 12 ," 16,143 ", 282 ," 15,861 "
HH2808,27,503,04009,000000,Sub-District - Amravati,Urban," 133,562 "," 111,152 "," 9,460 "," 94,252 "," 1,779 "," 3,548 "," 1,118 ", 698 , 59 , 238 ," 22,410 "," 13,771 "," 8,639 "
HH2808,27,503,04009,802690,Amravati (M Corp.),Urban," 133,562 "," 111,152 "," 9,460 "," 94,252 "," 1,779 "," 3,548 "," 1,118 ", 698 , 59 , 238 ," 22,410 "," 13,771 "," 8,639 "
HH2808,27,503,04010,000000,Sub-District - Bhatkuli,Total," 26,922 "," 11,694 ", 379 ," 3,779 "," 1,346 "," 5,472 ", 686 , 23 , -   , 9 ," 15,228 ", 107 ," 15,121 "
HH2808,27,503,04010,000000,Sub-District - Bhatkuli,Rural," 26,922 "," 11,694 ", 379 ," 3,779 "," 1,346 "," 5,472 ", 686 , 23 , -   , 9 ," 15,228 ", 107 ," 15,121 "
HH2808,27,503,04010,000000,Sub-District - Bhatkuli,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,503,04011,000000,Sub-District - Daryapur,Total," 41,803 "," 20,214 "," 1,068 "," 9,470 "," 1,854 "," 7,226 ", 376 , 50 , -   , 170 ," 21,589 ", 611 ," 20,978 "
