TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Kitchen_Type,Total_Households,Firewood,CropResidue,Cowdung,Coal,Kerosene,LPG,Electricity,Biogas,Other,NoCooking
HH3410,27,497,03952,000000,Sub-District - Talode,Urban,Has Kitchen, 33 , 12 , 9 , 1 , -   , 1 , 10 , -   , -   , -   , -   
HH3410,27,497,03952,000000,Sub-District - Talode,Urban,Does not have kitchen, 37 , 32 , -   , -   , 2 , 1 , 2 , -   , -   , -   , -   
HH3410,27,497,03952,000000,Sub-District - Talode,Urban,No Cooking, 43 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 43 
HH3410,27,497,03952,802640,Talode (M Cl),Urban,Total," 5,031 "," 2,015 ", 212 , 135 , 7 , 98 ," 2,514 ", 2 , 2 , 3 , 43 
HH3410,27,497,03952,802640,Talode (M Cl),Urban,Cooking inside house:," 4,918 "," 1,971 ", 203 , 134 , 5 , 96 ," 2,502 ", 2 , 2 , 3 , -   
HH3410,27,497,03952,802640,Talode (M Cl),Urban,Has Kitchen," 3,109 ", 750 , 125 , 61 , 5 , 46 ," 2,119 ", 1 , 2 , -   , -   
HH3410,27,497,03952,802640,Talode (M Cl),Urban,Does not have kitchen," 1,809 "," 1,221 ", 78 , 73 , -   , 50 , 383 , 1 , -   , 3 , -   
HH3410,27,497,03952,802640,Talode (M Cl),Urban,Cooking outside house:, 70 , 44 , 9 , 1 , 2 , 2 , 12 , -   , -   , -   , -   
HH3410,27,497,03952,802640,Talode (M Cl),Urban,Has Kitchen, 33 , 12 , 9 , 1 , -   , 1 , 10 , -   , -   , -   , -   
HH3410,27,497,03952,802640,Talode (M Cl),Urban,Does not have kitchen, 37 , 32 , -   , -   , 2 , 1 , 2 , -   , -   , -   , -   
HH3410,27,497,03952,802640,Talode (M Cl),Urban,No Cooking, 43 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 43 
HH3410,27,497,03953,000000,Sub-District - Shahade,Total,Total," 79,884 "," 45,419 "," 12,814 ", 989 , 146 , 675 ," 19,073 ", 36 , 192 , 260 , 280 
HH3410,27,497,03953,000000,Sub-District - Shahade,Total,Cooking inside house:," 76,132 "," 43,066 "," 12,194 ", 885 , 126 , 659 ," 18,738 ", 30 , 187 , 247 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Total,Has Kitchen," 37,896 "," 17,451 "," 3,591 ", 341 , 92 , 397 ," 15,760 ", 12 , 169 , 83 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Total,Does not have kitchen," 38,236 "," 25,615 "," 8,603 ", 544 , 34 , 262 ," 2,978 ", 18 , 18 , 164 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Total,Cooking outside house:," 3,472 "," 2,353 ", 620 , 104 , 20 , 16 , 335 , 6 , 5 , 13 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Total,Has Kitchen," 1,158 ", 851 , 167 , 77 , 15 , 1 , 41 , 1 , 2 , 3 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Total,Does not have kitchen," 2,314 "," 1,502 ", 453 , 27 , 5 , 15 , 294 , 5 , 3 , 10 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Total,No Cooking, 280 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 280 
HH3410,27,497,03953,000000,Sub-District - Shahade,Rural,Total," 68,746 "," 42,453 "," 12,493 ", 867 , 132 , 387 ," 11,800 ", 35 , 180 , 246 , 153 
HH3410,27,497,03953,000000,Sub-District - Shahade,Rural,Cooking inside house:," 65,289 "," 40,163 "," 11,916 ", 782 , 114 , 378 ," 11,497 ", 29 , 177 , 233 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Rural,Has Kitchen," 29,559 "," 15,895 "," 3,506 ", 301 , 86 , 201 ," 9,328 ", 11 , 161 , 70 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Rural,Does not have kitchen," 35,730 "," 24,268 "," 8,410 ", 481 , 28 , 177 ," 2,169 ", 18 , 16 , 163 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Rural,Cooking outside house:," 3,304 "," 2,290 ", 577 , 85 , 18 , 9 , 303 , 6 , 3 , 13 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Rural,Has Kitchen," 1,070 ", 819 , 153 , 60 , 13 , 1 , 20 , 1 , -   , 3 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Rural,Does not have kitchen," 2,234 "," 1,471 ", 424 , 25 , 5 , 8 , 283 , 5 , 3 , 10 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Rural,No Cooking, 153 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 153 
HH3410,27,497,03953,000000,Sub-District - Shahade,Urban,Total," 11,138 "," 2,966 ", 321 , 122 , 14 , 288 ," 7,273 ", 1 , 12 , 14 , 127 
HH3410,27,497,03953,000000,Sub-District - Shahade,Urban,Cooking inside house:," 10,843 "," 2,903 ", 278 , 103 , 12 , 281 ," 7,241 ", 1 , 10 , 14 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Urban,Has Kitchen," 8,337 "," 1,556 ", 85 , 40 , 6 , 196 ," 6,432 ", 1 , 8 , 13 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Urban,Does not have kitchen," 2,506 "," 1,347 ", 193 , 63 , 6 , 85 , 809 , -   , 2 , 1 , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Urban,Cooking outside house:, 168 , 63 , 43 , 19 , 2 , 7 , 32 , -   , 2 , -   , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Urban,Has Kitchen, 88 , 32 , 14 , 17 , 2 , -   , 21 , -   , 2 , -   , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Urban,Does not have kitchen, 80 , 31 , 29 , 2 , -   , 7 , 11 , -   , -   , -   , -   
HH3410,27,497,03953,000000,Sub-District - Shahade,Urban,No Cooking, 127 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 127 
HH3410,27,497,03953,802641,Shahade (M Cl),Urban,Total," 11,138 "," 2,966 ", 321 , 122 , 14 , 288 ," 7,273 ", 1 , 12 , 14 , 127 
HH3410,27,497,03953,802641,Shahade (M Cl),Urban,Cooking inside house:," 10,843 "," 2,903 ", 278 , 103 , 12 , 281 ," 7,241 ", 1 , 10 , 14 , -   
HH3410,27,497,03953,802641,Shahade (M Cl),Urban,Has Kitchen," 8,337 "," 1,556 ", 85 , 40 , 6 , 196 ," 6,432 ", 1 , 8 , 13 , -   
HH3410,27,497,03953,802641,Shahade (M Cl),Urban,Does not have kitchen," 2,506 "," 1,347 ", 193 , 63 , 6 , 85 , 809 , -   , 2 , 1 , -   
HH3410,27,497,03953,802641,Shahade (M Cl),Urban,Cooking outside house:, 168 , 63 , 43 , 19 , 2 , 7 , 32 , -   , 2 , -   , -   
HH3410,27,497,03953,802641,Shahade (M Cl),Urban,Has Kitchen, 88 , 32 , 14 , 17 , 2 , -   , 21 , -   , 2 , -   , -   
HH3410,27,497,03953,802641,Shahade (M Cl),Urban,Does not have kitchen, 80 , 31 , 29 , 2 , -   , 7 , 11 , -   , -   , -   , -   
HH3410,27,497,03953,802641,Shahade (M Cl),Urban,No Cooking, 127 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 127 
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Total,Total," 71,792 "," 37,670 "," 9,288 "," 1,791 ", 58 , 877 ," 21,618 ", 29 , 141 , 50 , 270 
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Total,Cooking inside house:," 69,376 "," 36,213 "," 8,941 "," 1,716 ", 51 , 853 ," 21,393 ", 28 , 136 , 45 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Total,Has Kitchen," 40,659 "," 17,889 "," 2,668 ", 699 , 37 , 577 ," 18,630 ", 15 , 114 , 30 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Total,Does not have kitchen," 28,717 "," 18,324 "," 6,273 "," 1,017 ", 14 , 276 ," 2,763 ", 13 , 22 , 15 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Total,Cooking outside house:," 2,146 "," 1,457 ", 347 , 75 , 7 , 24 , 225 , 1 , 5 , 5 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Total,Has Kitchen, 623 , 432 , 129 , 26 , 5 , 1 , 27 , -   , -   , 3 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Total,Does not have kitchen," 1,523 "," 1,025 ", 218 , 49 , 2 , 23 , 198 , 1 , 5 , 2 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Total,No Cooking, 270 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 270 
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Rural,Total," 51,619 "," 34,204 "," 9,121 "," 1,608 ", 21 , 169 ," 6,220 ", 28 , 97 , 35 , 116 
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Rural,Cooking inside house:," 49,615 "," 32,877 "," 8,787 "," 1,545 ", 21 , 164 ," 6,070 ", 27 , 92 , 32 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Rural,Has Kitchen," 24,194 "," 15,794 "," 2,594 ", 635 , 16 , 108 ," 4,937 ", 14 , 76 , 20 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Rural,Does not have kitchen," 25,421 "," 17,083 "," 6,193 ", 910 , 5 , 56 ," 1,133 ", 13 , 16 , 12 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Rural,Cooking outside house:," 1,888 "," 1,327 ", 334 , 63 , -   , 5 , 150 , 1 , 5 , 3 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Rural,Has Kitchen, 527 , 370 , 127 , 20 , -   , -   , 8 , -   , -   , 2 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Rural,Does not have kitchen," 1,361 ", 957 , 207 , 43 , -   , 5 , 142 , 1 , 5 , 1 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Rural,No Cooking, 116 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 116 
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Urban,Total," 20,173 "," 3,466 ", 167 , 183 , 37 , 708 ," 15,398 ", 1 , 44 , 15 , 154 
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Urban,Cooking inside house:," 19,761 "," 3,336 ", 154 , 171 , 30 , 689 ," 15,323 ", 1 , 44 , 13 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Urban,Has Kitchen," 16,465 "," 2,095 ", 74 , 64 , 21 , 469 ," 13,693 ", 1 , 38 , 10 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Urban,Does not have kitchen," 3,296 "," 1,241 ", 80 , 107 , 9 , 220 ," 1,630 ", -   , 6 , 3 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Urban,Cooking outside house:, 258 , 130 , 13 , 12 , 7 , 19 , 75 , -   , -   , 2 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Urban,Has Kitchen, 96 , 62 , 2 , 6 , 5 , 1 , 19 , -   , -   , 1 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Urban,Does not have kitchen, 162 , 68 , 11 , 6 , 2 , 18 , 56 , -   , -   , 1 , -   
HH3410,27,497,03954,000000,Sub-District - Nandurbar,Urban,No Cooking, 154 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 154 
HH3410,27,497,03954,802642,Nandurbar (M Cl),Urban,Total," 20,173 "," 3,466 ", 167 , 183 , 37 , 708 ," 15,398 ", 1 , 44 , 15 , 154 
HH3410,27,497,03954,802642,Nandurbar (M Cl),Urban,Cooking inside house:," 19,761 "," 3,336 ", 154 , 171 , 30 , 689 ," 15,323 ", 1 , 44 , 13 , -   
HH3410,27,497,03954,802642,Nandurbar (M Cl),Urban,Has Kitchen," 16,465 "," 2,095 ", 74 , 64 , 21 , 469 ," 13,693 ", 1 , 38 , 10 , -   
HH3410,27,497,03954,802642,Nandurbar (M Cl),Urban,Does not have kitchen," 3,296 "," 1,241 ", 80 , 107 , 9 , 220 ," 1,630 ", -   , 6 , 3 , -   
HH3410,27,497,03954,802642,Nandurbar (M Cl),Urban,Cooking outside house:, 258 , 130 , 13 , 12 , 7 , 19 , 75 , -   , -   , 2 , -   
HH3410,27,497,03954,802642,Nandurbar (M Cl),Urban,Has Kitchen, 96 , 62 , 2 , 6 , 5 , 1 , 19 , -   , -   , 1 , -   
HH3410,27,497,03954,802642,Nandurbar (M Cl),Urban,Does not have kitchen, 162 , 68 , 11 , 6 , 2 , 18 , 56 , -   , -   , 1 , -   
HH3410,27,497,03954,802642,Nandurbar (M Cl),Urban,No Cooking, 154 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 154 
HH3410,27,497,03955,000000,Sub-District - Nawapur,Total,Total," 59,131 "," 47,916 "," 2,646 "," 1,738 ", 19 , 501 ," 6,114 ", 55 , 36 , 16 , 90 
HH3410,27,497,03955,000000,Sub-District - Nawapur,Total,Cooking inside house:," 57,250 "," 46,331 "," 2,546 "," 1,684 ", 17 , 497 ," 6,071 ", 53 , 36 , 15 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Total,Has Kitchen," 28,043 "," 20,476 ", 903 , 696 , 15 , 331 ," 5,550 ", 36 , 26 , 10 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Total,Does not have kitchen," 29,207 "," 25,855 "," 1,643 ", 988 , 2 , 166 , 521 , 17 , 10 , 5 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Total,Cooking outside house:," 1,791 "," 1,585 ", 100 , 54 , 2 , 4 , 43 , 2 , -   , 1 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Total,Has Kitchen, 716 , 616 , 56 , 32 , 1 , 1 , 10 , -   , -   , -   , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Total,Does not have kitchen," 1,075 ", 969 , 44 , 22 , 1 , 3 , 33 , 2 , -   , 1 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Total,No Cooking, 90 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 90 
HH3410,27,497,03955,000000,Sub-District - Nawapur,Rural,Total," 51,580 "," 45,266 "," 2,397 "," 1,694 ", 7 , 224 ," 1,844 ", 53 , 32 , 13 , 50 
HH3410,27,497,03955,000000,Sub-District - Nawapur,Rural,Cooking inside house:," 49,841 "," 43,758 "," 2,299 "," 1,652 ", 5 , 222 ," 1,810 ", 51 , 32 , 12 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Rural,Has Kitchen," 21,918 "," 18,696 ", 788 , 679 , 3 , 133 ," 1,551 ", 36 , 24 , 8 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Rural,Does not have kitchen," 27,923 "," 25,062 "," 1,511 ", 973 , 2 , 89 , 259 , 15 , 8 , 4 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Rural,Cooking outside house:," 1,689 "," 1,508 ", 98 , 42 , 2 , 2 , 34 , 2 , -   , 1 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Rural,Has Kitchen, 674 , 582 , 55 , 26 , 1 , 1 , 9 , -   , -   , -   , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Rural,Does not have kitchen," 1,015 ", 926 , 43 , 16 , 1 , 1 , 25 , 2 , -   , 1 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Rural,No Cooking, 50 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 50 
HH3410,27,497,03955,000000,Sub-District - Nawapur,Urban,Total," 7,551 "," 2,650 ", 249 , 44 , 12 , 277 ," 4,270 ", 2 , 4 , 3 , 40 
HH3410,27,497,03955,000000,Sub-District - Nawapur,Urban,Cooking inside house:," 7,409 "," 2,573 ", 247 , 32 , 12 , 275 ," 4,261 ", 2 , 4 , 3 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Urban,Has Kitchen," 6,125 "," 1,780 ", 115 , 17 , 12 , 198 ," 3,999 ", -   , 2 , 2 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Urban,Does not have kitchen," 1,284 ", 793 , 132 , 15 , -   , 77 , 262 , 2 , 2 , 1 , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Urban,Cooking outside house:, 102 , 77 , 2 , 12 , -   , 2 , 9 , -   , -   , -   , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Urban,Has Kitchen, 42 , 34 , 1 , 6 , -   , -   , 1 , -   , -   , -   , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Urban,Does not have kitchen, 60 , 43 , 1 , 6 , -   , 2 , 8 , -   , -   , -   , -   
HH3410,27,497,03955,000000,Sub-District - Nawapur,Urban,No Cooking, 40 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 40 
HH3410,27,497,03955,802643,Nawapur (M Cl),Urban,Total," 6,319 "," 2,011 ", 244 , 43 , 7 , 232 ," 3,738 ", 2 , 3 , 2 , 37 
HH3410,27,497,03955,802643,Nawapur (M Cl),Urban,Cooking inside house:," 6,186 "," 1,939 ", 243 , 31 , 7 , 230 ," 3,729 ", 2 , 3 , 2 , -   
HH3410,27,497,03955,802643,Nawapur (M Cl),Urban,Has Kitchen," 5,026 "," 1,220 ", 112 , 16 , 7 , 165 ," 3,503 ", -   , 2 , 1 , -   
HH3410,27,497,03955,802643,Nawapur (M Cl),Urban,Does not have kitchen," 1,160 ", 719 , 131 , 15 , -   , 65 , 226 , 2 , 1 , 1 , -   
HH3410,27,497,03955,802643,Nawapur (M Cl),Urban,Cooking outside house:, 96 , 72 , 1 , 12 , -   , 2 , 9 , -   , -   , -   , -   
HH3410,27,497,03955,802643,Nawapur (M Cl),Urban,Has Kitchen, 39 , 31 , 1 , 6 , -   , -   , 1 , -   , -   , -   , -   
HH3410,27,497,03955,802643,Nawapur (M Cl),Urban,Does not have kitchen, 57 , 41 , -   , 6 , -   , 2 , 8 , -   , -   , -   , -   
HH3410,27,497,03955,802643,Nawapur (M Cl),Urban,No Cooking, 37 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 37 
HH3410,27,497,03955,525949,Khandbara (CT),Urban,Total," 1,232 ", 639 , 5 , 1 , 5 , 45 , 532 , -   , 1 , 1 , 3 
HH3410,27,497,03955,525949,Khandbara (CT),Urban,Cooking inside house:," 1,223 ", 634 , 4 , 1 , 5 , 45 , 532 , -   , 1 , 1 , -   
HH3410,27,497,03955,525949,Khandbara (CT),Urban,Has Kitchen," 1,099 ", 560 , 3 , 1 , 5 , 33 , 496 , -   , -   , 1 , -   
HH3410,27,497,03955,525949,Khandbara (CT),Urban,Does not have kitchen, 124 , 74 , 1 , -   , -   , 12 , 36 , -   , 1 , -   , -   
HH3410,27,497,03955,525949,Khandbara (CT),Urban,Cooking outside house:, 6 , 5 , 1 , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,497,03955,525949,Khandbara (CT),Urban,Has Kitchen, 3 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,497,03955,525949,Khandbara (CT),Urban,Does not have kitchen, 3 , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   
HH3410,27,497,03955,525949,Khandbara (CT),Urban,No Cooking, 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
HH3410,27,498,00000,000000,District - Dhule,Total,Total," 408,700 "," 234,633 "," 27,875 "," 4,063 ", 287 ," 12,858 "," 126,138 ", 222 , 673 , 434 ," 1,517 "
HH3410,27,498,00000,000000,District - Dhule,Total,Cooking inside house:," 387,619 "," 219,813 "," 25,475 "," 3,563 ", 236 ," 12,647 "," 124,639 ", 207 , 656 , 383 , -   
HH3410,27,498,00000,000000,District - Dhule,Total,Has Kitchen," 251,485 "," 118,690 "," 10,803 "," 1,799 ", 137 ," 8,429 "," 110,675 ", 130 , 546 , 276 , -   
HH3410,27,498,00000,000000,District - Dhule,Total,Does not have kitchen," 136,134 "," 101,123 "," 14,672 "," 1,764 ", 99 ," 4,218 "," 13,964 ", 77 , 110 , 107 , -   
HH3410,27,498,00000,000000,District - Dhule,Total,Cooking outside house:," 19,564 "," 14,820 "," 2,400 ", 500 , 51 , 211 ," 1,499 ", 15 , 17 , 51 , -   
HH3410,27,498,00000,000000,District - Dhule,Total,Has Kitchen," 6,441 "," 5,195 ", 597 , 201 , 38 , 61 , 335 , 5 , 2 , 7 , -   
HH3410,27,498,00000,000000,District - Dhule,Total,Does not have kitchen," 13,123 "," 9,625 "," 1,803 ", 299 , 13 , 150 ," 1,164 ", 10 , 15 , 44 , -   
HH3410,27,498,00000,000000,District - Dhule,Total,No Cooking," 1,517 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,517 "
HH3410,27,498,00000,000000,District - Dhule,Rural,Total," 298,915 "," 213,770 "," 26,391 "," 3,796 ", 139 ," 2,354 "," 50,892 ", 179 , 355 , 307 , 732 
HH3410,27,498,00000,000000,District - Dhule,Rural,Cooking inside house:," 280,331 "," 200,228 "," 24,024 "," 3,321 ", 93 ," 2,268 "," 49,630 ", 164 , 338 , 265 , -   
HH3410,27,498,00000,000000,District - Dhule,Rural,Has Kitchen," 163,356 "," 108,370 "," 9,854 "," 1,647 ", 59 ," 1,594 "," 41,293 ", 95 , 270 , 174 , -   
HH3410,27,498,00000,000000,District - Dhule,Rural,Does not have kitchen," 116,975 "," 91,858 "," 14,170 "," 1,674 ", 34 , 674 ," 8,337 ", 69 , 68 , 91 , -   
HH3410,27,498,00000,000000,District - Dhule,Rural,Cooking outside house:," 17,852 "," 13,542 "," 2,367 ", 475 , 46 , 86 ," 1,262 ", 15 , 17 , 42 , -   
HH3410,27,498,00000,000000,District - Dhule,Rural,Has Kitchen," 5,845 "," 4,761 ", 590 , 190 , 36 , 19 , 238 , 5 , 2 , 4 , -   
HH3410,27,498,00000,000000,District - Dhule,Rural,Does not have kitchen," 12,007 "," 8,781 "," 1,777 ", 285 , 10 , 67 ," 1,024 ", 10 , 15 , 38 , -   
HH3410,27,498,00000,000000,District - Dhule,Rural,No Cooking, 732 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 732 
HH3410,27,498,00000,000000,District - Dhule,Urban,Total," 109,785 "," 20,863 "," 1,484 ", 267 , 148 ," 10,504 "," 75,246 ", 43 , 318 , 127 , 785 
HH3410,27,498,00000,000000,District - Dhule,Urban,Cooking inside house:," 107,288 "," 19,585 "," 1,451 ", 242 , 143 ," 10,379 "," 75,009 ", 43 , 318 , 118 , -   
HH3410,27,498,00000,000000,District - Dhule,Urban,Has Kitchen," 88,129 "," 10,320 ", 949 , 152 , 78 ," 6,835 "," 69,382 ", 35 , 276 , 102 , -   
HH3410,27,498,00000,000000,District - Dhule,Urban,Does not have kitchen," 19,159 "," 9,265 ", 502 , 90 , 65 ," 3,544 "," 5,627 ", 8 , 42 , 16 , -   
HH3410,27,498,00000,000000,District - Dhule,Urban,Cooking outside house:," 1,712 "," 1,278 ", 33 , 25 , 5 , 125 , 237 , -   , -   , 9 , -   
HH3410,27,498,00000,000000,District - Dhule,Urban,Has Kitchen, 596 , 434 , 7 , 11 , 2 , 42 , 97 , -   , -   , 3 , -   
HH3410,27,498,00000,000000,District - Dhule,Urban,Does not have kitchen," 1,116 ", 844 , 26 , 14 , 3 , 83 , 140 , -   , -   , 6 , -   
HH3410,27,498,00000,000000,District - Dhule,Urban,No Cooking, 785 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 785 
HH3410,27,498,03956,000000,Sub-District - Shirpur,Total,Total," 80,723 "," 50,964 "," 7,007 ", 386 , 50 , 633 ," 21,034 ", 41 , 176 , 125 , 307 
HH3410,27,498,03956,000000,Sub-District - Shirpur,Total,Cooking inside house:," 77,120 "," 48,430 "," 6,547 ", 360 , 45 , 621 ," 20,790 ", 37 , 171 , 119 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Total,Has Kitchen," 45,175 "," 23,842 "," 2,925 ", 129 , 7 , 318 ," 17,685 ", 21 , 149 , 99 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Total,Does not have kitchen," 31,945 "," 24,588 "," 3,622 ", 231 , 38 , 303 ," 3,105 ", 16 , 22 , 20 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Total,Cooking outside house:," 3,296 "," 2,534 ", 460 , 26 , 5 , 12 , 244 , 4 , 5 , 6 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Total,Has Kitchen," 1,047 ", 848 , 113 , 17 , 4 , 5 , 58 , -   , 1 , 1 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Total,Does not have kitchen," 2,249 "," 1,686 ", 347 , 9 , 1 , 7 , 186 , 4 , 4 , 5 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Total,No Cooking, 307 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 307 
HH3410,27,498,03956,000000,Sub-District - Shirpur,Rural,Total," 65,809 "," 48,571 "," 6,788 ", 377 , 11 , 199 ," 9,440 ", 40 , 74 , 118 , 191 
HH3410,27,498,03956,000000,Sub-District - Shirpur,Rural,Cooking inside house:," 62,553 "," 46,214 "," 6,333 ", 351 , 8 , 194 ," 9,234 ", 36 , 69 , 114 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Rural,Has Kitchen," 33,429 "," 22,874 "," 2,799 ", 128 , 4 , 122 ," 7,338 ", 21 , 48 , 95 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Rural,Does not have kitchen," 29,124 "," 23,340 "," 3,534 ", 223 , 4 , 72 ," 1,896 ", 15 , 21 , 19 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Rural,Cooking outside house:," 3,065 "," 2,357 ", 455 , 26 , 3 , 5 , 206 , 4 , 5 , 4 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Rural,Has Kitchen, 987 , 809 , 112 , 17 , 2 , 1 , 44 , -   , 1 , 1 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Rural,Does not have kitchen," 2,078 "," 1,548 ", 343 , 9 , 1 , 4 , 162 , 4 , 4 , 3 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Rural,No Cooking, 191 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 191 
HH3410,27,498,03956,000000,Sub-District - Shirpur,Urban,Total," 14,914 "," 2,393 ", 219 , 9 , 39 , 434 ," 11,594 ", 1 , 102 , 7 , 116 
HH3410,27,498,03956,000000,Sub-District - Shirpur,Urban,Cooking inside house:," 14,567 "," 2,216 ", 214 , 9 , 37 , 427 ," 11,556 ", 1 , 102 , 5 , -   
HH3410,27,498,03956,000000,Sub-District - Shirpur,Urban,Has Kitchen," 11,746 ", 968 , 126 , 1 , 3 , 196 ," 10,347 ", -   , 101 , 4 , -   
