TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Total_Households,Bank,Radio,TV,Computer_With_Internet,Computer_Without_Internet,Landline_Only,Mobile_Only,Landline_Mobile,Bicycle,Motorcycle,Car,With_All,With_None
HH4012,27,000,00000,000000,STATE - MAHARASHTRA,Total," 23,830,580 "," 16,414,892 "," 4,639,656 "," 13,525,610 "," 1,379,351 "," 1,794,680 "," 1,495,311 "," 12,799,041 "," 2,164,409 "," 7,264,830 "," 5,941,782 "," 1,407,482 "," 1,726,271 "," 4,520,745 "
HH4012,27,000,00000,000000,STATE - MAHARASHTRA,Rural," 13,016,652 "," 8,193,623 "," 1,581,069 "," 4,934,407 "," 109,548 "," 512,366 "," 682,904 "," 5,860,860 "," 570,484 "," 3,936,885 "," 2,413,299 "," 312,392 "," 174,083 "," 3,873,777 "
HH4012,27,000,00000,000000,STATE - MAHARASHTRA,Urban," 10,813,928 "," 8,221,269 "," 3,058,587 "," 8,591,203 "," 1,269,803 "," 1,282,314 "," 812,407 "," 6,938,181 "," 1,593,925 "," 3,327,945 "," 3,528,483 "," 1,095,090 "," 1,552,188 "," 646,968 "
HH4012,27,000,00000,802794,Greater Mumbai (M Corp.),Urban," 2,665,481 "," 2,305,130 "," 961,460 "," 2,268,853 "," 526,101 "," 331,079 "," 239,977 "," 1,680,240 "," 600,651 "," 289,682 "," 416,771 "," 339,870 "," 422,438 "," 59,659 "
HH4012,27,497,00000,000000,District - Nandurbar,Total," 319,623 "," 107,763 "," 23,172 "," 83,144 "," 2,579 "," 14,468 "," 6,958 "," 85,451 "," 9,349 "," 40,529 "," 39,350 "," 6,135 "," 4,587 "," 175,252 "
HH4012,27,497,00000,000000,District - Nandurbar,Rural," 270,533 "," 80,058 "," 19,479 "," 50,593 "," 1,005 "," 10,659 "," 4,741 "," 56,069 "," 5,542 "," 27,531 "," 22,724 "," 3,459 "," 1,436 "," 166,787 "
HH4012,27,497,00000,000000,District - Nandurbar,Urban," 49,090 "," 27,705 "," 3,693 "," 32,551 "," 1,574 "," 3,809 "," 2,217 "," 29,382 "," 3,807 "," 12,998 "," 16,626 "," 2,676 "," 3,151 "," 8,465 "
HH4012,27,497,03950,000000,Sub-District - Akkalkuwa,Total," 45,360 "," 11,117 "," 3,447 "," 3,943 ", 170 ," 1,891 ", 472 ," 5,625 "," 1,122 "," 2,478 "," 1,776 ", 441 , 128 ," 33,276 "
HH4012,27,497,03950,000000,Sub-District - Akkalkuwa,Rural," 41,213 "," 9,461 "," 3,122 "," 2,358 ", 106 ," 1,667 ", 314 ," 3,844 ", 857 ," 1,930 "," 1,069 ", 293 , 50 ," 31,794 "
HH4012,27,497,03950,000000,Sub-District - Akkalkuwa,Urban," 4,147 "," 1,656 ", 325 ," 1,585 ", 64 , 224 , 158 ," 1,781 ", 265 , 548 , 707 , 148 , 78 ," 1,482 "
HH4012,27,497,03950,525192,Khapar (CT),Urban," 1,426 ", 665 , 123 , 716 , 15 , 82 , 43 , 687 , 92 , 219 , 288 , 49 , 24 , 414 
HH4012,27,497,03950,525193,Akkalkuwa (CT),Urban," 1,745 ", 806 , 143 , 731 , 40 , 84 , 88 , 850 , 150 , 276 , 326 , 65 , 37 , 455 
HH4012,27,497,03950,525194,Makranifali (CT),Urban, 976 , 185 , 59 , 138 , 9 , 58 , 27 , 244 , 23 , 53 , 93 , 34 , 17 , 613 
HH4012,27,497,03951,000000,Sub-District - Akrani,Total," 32,386 "," 7,704 "," 2,035 "," 1,485 ", 56 ," 1,303 ", 290 ," 2,920 ", 357 , 626 , 582 , 178 , 51 ," 26,041 "
HH4012,27,497,03951,000000,Sub-District - Akrani,Rural," 31,336 "," 7,182 "," 1,908 ", 916 , 41 ," 1,267 ", 268 ," 2,331 ", 325 , 575 , 431 , 160 , 37 ," 25,728 "
HH4012,27,497,03951,000000,Sub-District - Akrani,Urban," 1,050 ", 522 , 127 , 569 , 15 , 36 , 22 , 589 , 32 , 51 , 151 , 18 , 14 , 313 
HH4012,27,497,03951,525357,Vadfalya (CT),Urban," 1,050 ", 522 , 127 , 569 , 15 , 36 , 22 , 589 , 32 , 51 , 151 , 18 , 14 , 313 
HH4012,27,497,03952,000000,Sub-District - Talode,Total," 31,070 "," 8,770 "," 2,568 "," 8,545 ", 223 ," 1,091 ", 592 ," 7,830 ", 738 ," 4,907 "," 3,473 ", 633 , 329 ," 16,640 "
HH4012,27,497,03952,000000,Sub-District - Talode,Rural," 26,039 "," 6,587 "," 2,028 "," 5,614 ", 110 , 758 , 413 ," 5,249 ", 444 ," 3,786 "," 2,341 ", 392 , 129 ," 15,422 "
HH4012,27,497,03952,000000,Sub-District - Talode,Urban," 5,031 "," 2,183 ", 540 ," 2,931 ", 113 , 333 , 179 ," 2,581 ", 294 ," 1,121 "," 1,132 ", 241 , 200 ," 1,218 "
HH4012,27,497,03952,802640,Talode (M Cl),Urban," 5,031 "," 2,183 ", 540 ," 2,931 ", 113 , 333 , 179 ," 2,581 ", 294 ," 1,121 "," 1,132 ", 241 , 200 ," 1,218 "
HH4012,27,497,03953,000000,Sub-District - Shahade,Total," 79,884 "," 27,857 "," 5,618 "," 27,165 ", 811 ," 4,301 "," 2,502 "," 25,955 "," 3,285 "," 12,457 "," 13,050 "," 2,067 "," 1,598 "," 37,287 "
HH4012,27,497,03953,000000,Sub-District - Shahade,Rural," 68,746 "," 21,870 "," 4,835 "," 19,670 ", 441 ," 3,263 "," 1,794 "," 19,074 "," 2,293 "," 8,632 "," 9,111 "," 1,361 ", 763 ," 35,749 "
HH4012,27,497,03953,000000,Sub-District - Shahade,Urban," 11,138 "," 5,987 ", 783 ," 7,495 ", 370 ," 1,038 ", 708 ," 6,881 ", 992 ," 3,825 "," 3,939 ", 706 , 835 ," 1,538 "
HH4012,27,497,03953,802641,Shahade (M Cl),Urban," 11,138 "," 5,987 ", 783 ," 7,495 ", 370 ," 1,038 ", 708 ," 6,881 ", 992 ," 3,825 "," 3,939 ", 706 , 835 ," 1,538 "
HH4012,27,497,03954,000000,Sub-District - Nandurbar,Total," 71,792 "," 30,350 "," 5,401 "," 31,243 "," 1,027 "," 3,550 "," 2,229 "," 29,090 "," 2,743 "," 13,504 "," 15,006 "," 1,931 "," 1,949 "," 26,675 "
HH4012,27,497,03954,000000,Sub-District - Nandurbar,Rural," 51,619 "," 17,199 "," 4,031 "," 15,697 ", 214 ," 1,948 "," 1,276 "," 15,746 "," 1,090 "," 7,402 "," 6,465 ", 743 , 325 ," 24,566 "
HH4012,27,497,03954,000000,Sub-District - Nandurbar,Urban," 20,173 "," 13,151 "," 1,370 "," 15,546 ", 813 ," 1,602 ", 953 ," 13,344 "," 1,653 "," 6,102 "," 8,541 "," 1,188 "," 1,624 "," 2,109 "
HH4012,27,497,03954,802642,Nandurbar (M Cl),Urban," 20,173 "," 13,151 "," 1,370 "," 15,546 ", 813 ," 1,602 ", 953 ," 13,344 "," 1,653 "," 6,102 "," 8,541 "," 1,188 "," 1,624 "," 2,109 "
HH4012,27,497,03955,000000,Sub-District - Nawapur,Total," 59,131 "," 21,965 "," 4,103 "," 10,763 ", 292 ," 2,332 ", 873 ," 14,031 "," 1,104 "," 6,557 "," 5,463 ", 885 , 532 ," 35,333 "
HH4012,27,497,03955,000000,Sub-District - Nawapur,Rural," 51,580 "," 17,759 "," 3,555 "," 6,338 ", 93 ," 1,756 ", 676 ," 9,825 ", 533 ," 5,206 "," 3,307 ", 510 , 132 ," 33,528 "
HH4012,27,497,03955,000000,Sub-District - Nawapur,Urban," 7,551 "," 4,206 ", 548 ," 4,425 ", 199 , 576 , 197 ," 4,206 ", 571 ," 1,351 "," 2,156 ", 375 , 400 ," 1,805 "
HH4012,27,497,03955,802643,Nawapur (M Cl),Urban," 6,319 "," 3,582 ", 389 ," 3,761 ", 192 , 542 , 170 ," 3,544 ", 494 ," 1,248 "," 1,881 ", 350 , 385 ," 1,457 "
HH4012,27,497,03955,525949,Khandbara (CT),Urban," 1,232 ", 624 , 159 , 664 , 7 , 34 , 27 , 662 , 77 , 103 , 275 , 25 , 15 , 348 
HH4012,27,498,00000,000000,District - Dhule,Total," 408,700 "," 178,267 "," 51,566 "," 174,524 "," 6,065 "," 21,074 "," 17,041 "," 175,173 "," 18,343 "," 107,616 "," 74,859 "," 10,912 "," 12,022 "," 143,859 "
HH4012,27,498,00000,000000,District - Dhule,Rural," 298,915 "," 114,517 "," 27,134 "," 93,373 "," 1,564 "," 10,886 "," 10,311 "," 105,709 "," 8,198 "," 48,132 "," 33,787 "," 4,525 "," 2,006 "," 133,098 "
HH4012,27,498,00000,000000,District - Dhule,Urban," 109,785 "," 63,750 "," 24,432 "," 81,151 "," 4,501 "," 10,188 "," 6,730 "," 69,464 "," 10,145 "," 59,484 "," 41,072 "," 6,387 "," 10,016 "," 10,761 "
HH4012,27,498,03956,000000,Sub-District - Shirpur,Total," 80,723 "," 28,350 "," 7,565 "," 28,174 ", 785 ," 3,873 "," 2,665 "," 28,615 "," 2,873 "," 12,328 "," 11,044 "," 1,651 "," 1,550 "," 36,467 "
HH4012,27,498,03956,000000,Sub-District - Shirpur,Rural," 65,809 "," 19,184 "," 5,715 "," 17,346 ", 388 ," 2,617 "," 1,872 "," 18,972 "," 1,711 "," 7,356 "," 6,116 ", 910 , 378 ," 34,551 "
HH4012,27,498,03956,000000,Sub-District - Shirpur,Urban," 14,914 "," 9,166 "," 1,850 "," 10,828 ", 397 ," 1,256 ", 793 ," 9,643 "," 1,162 "," 4,972 "," 4,928 ", 741 ," 1,172 "," 1,916 "
HH4012,27,498,03956,802644,Shirpur-Warwade (M Cl) ,Urban," 14,914 "," 9,166 "," 1,850 "," 10,828 ", 397 ," 1,256 ", 793 ," 9,643 "," 1,162 "," 4,972 "," 4,928 ", 741 ," 1,172 "," 1,916 "
HH4012,27,498,03957,000000,Sub-District - Sindkhede,Total," 65,870 "," 32,850 "," 7,294 "," 27,365 ", 784 ," 2,842 "," 3,118 "," 27,853 "," 2,291 "," 14,354 "," 8,864 "," 1,283 "," 1,143 "," 23,220 "
HH4012,27,498,03957,000000,Sub-District - Sindkhede,Rural," 56,509 "," 27,820 "," 5,700 "," 21,256 ", 431 ," 2,020 "," 2,732 "," 22,621 "," 1,751 "," 10,757 "," 6,421 ", 916 , 537 ," 21,358 "
HH4012,27,498,03957,000000,Sub-District - Sindkhede,Urban," 9,361 "," 5,030 "," 1,594 "," 6,109 ", 353 , 822 , 386 ," 5,232 ", 540 ," 3,597 "," 2,443 ", 367 , 606 ," 1,862 "
HH4012,27,498,03957,802645,Dondaicha-Warwade(M Cl) ,Urban," 9,361 "," 5,030 "," 1,594 "," 6,109 ", 353 , 822 , 386 ," 5,232 ", 540 ," 3,597 "," 2,443 ", 367 , 606 ," 1,862 "
HH4012,27,498,03958,000000,Sub-District - Sakri,Total," 98,512 "," 35,802 "," 8,054 "," 27,105 ", 446 ," 3,156 "," 2,719 "," 33,642 "," 2,688 "," 11,704 "," 12,382 "," 1,695 ", 867 ," 47,546 "
HH4012,27,498,03958,000000,Sub-District - Sakri,Rural," 92,112 "," 32,018 "," 7,417 "," 22,741 ", 264 ," 2,770 "," 2,485 "," 29,946 "," 2,048 "," 9,983 "," 10,369 "," 1,357 ", 511 ," 46,373 "
HH4012,27,498,03958,000000,Sub-District - Sakri,Urban," 6,400 "," 3,784 ", 637 ," 4,364 ", 182 , 386 , 234 ," 3,696 ", 640 ," 1,721 "," 2,013 ", 338 , 356 ," 1,173 "
HH4012,27,498,03958,526463,Nijampur (CT),Urban," 1,531 ", 747 , 169 , 853 , 35 , 100 , 66 , 727 , 161 , 365 , 347 , 72 , 70 , 432 
HH4012,27,498,03958,526464,Sakri (CT),Urban," 4,869 "," 3,037 ", 468 ," 3,511 ", 147 , 286 , 168 ," 2,969 ", 479 ," 1,356 "," 1,666 ", 266 , 286 , 741 
HH4012,27,498,03959,000000,Sub-District - Dhule,Total," 163,595 "," 81,265 "," 28,653 "," 91,880 "," 4,050 "," 11,203 "," 8,539 "," 85,063 "," 10,491 "," 69,230 "," 42,569 "," 6,283 "," 8,462 "," 36,626 "
HH4012,27,498,03959,000000,Sub-District - Dhule,Rural," 84,485 "," 35,495 "," 8,302 "," 32,030 ", 481 ," 3,479 "," 3,222 "," 34,170 "," 2,688 "," 20,036 "," 10,881 "," 1,342 ", 580 ," 30,816 "
HH4012,27,498,03959,000000,Sub-District - Dhule,Urban," 79,110 "," 45,770 "," 20,351 "," 59,850 "," 3,569 "," 7,724 "," 5,317 "," 50,893 "," 7,803 "," 49,194 "," 31,688 "," 4,941 "," 7,882 "," 5,810 "
HH4012,27,498,03959,802646,Dhule (M Corp.) ,Urban," 70,144 "," 38,940 "," 17,505 "," 52,379 "," 3,249 "," 6,647 "," 4,958 "," 44,181 "," 7,040 "," 42,962 "," 26,870 "," 4,455 "," 6,736 "," 5,295 "
HH4012,27,498,03959,526630,Walwadi (CT),Urban," 6,368 "," 5,136 "," 1,978 "," 5,544 ", 251 , 941 , 283 ," 4,731 ", 679 ," 4,540 "," 3,920 ", 387 , 999 , 305 
HH4012,27,498,03959,526631,Mahindale (CT),Urban," 1,563 "," 1,303 ", 702 ," 1,249 ", 59 , 121 , 55 ," 1,293 ", 72 ," 1,122 ", 747 , 82 , 135 , 56 
HH4012,27,498,03959,526632,Awadhan (CT),Urban," 1,035 ", 391 , 166 , 678 , 10 , 15 , 21 , 688 , 12 , 570 , 151 , 17 , 12 , 154 
HH4012,27,499,00000,000000,District - Jalgaon,Total," 891,657 "," 449,779 "," 92,379 "," 431,221 "," 14,297 "," 42,478 "," 50,297 "," 350,725 "," 58,630 "," 229,955 "," 170,551 "," 19,560 "," 26,385 "," 293,723 "
HH4012,27,499,00000,000000,District - Jalgaon,Rural," 618,314 "," 286,659 "," 47,617 "," 230,545 "," 3,287 "," 21,722 "," 32,595 "," 198,605 "," 25,194 "," 107,505 "," 76,724 "," 7,661 "," 4,432 "," 258,714 "
HH4012,27,499,00000,000000,District - Jalgaon,Urban," 273,343 "," 163,120 "," 44,762 "," 200,676 "," 11,010 "," 20,756 "," 17,702 "," 152,120 "," 33,436 "," 122,450 "," 93,827 "," 11,899 "," 21,953 "," 35,009 "
HH4012,27,499,03960,000000,Sub-District - Chopda,Total," 63,420 "," 28,402 "," 4,828 "," 25,430 ", 564 ," 2,653 "," 2,575 "," 23,183 "," 3,166 "," 9,778 "," 9,651 ", 957 ," 1,041 "," 25,711 "
HH4012,27,499,03960,000000,Sub-District - Chopda,Rural," 50,007 "," 21,380 "," 3,292 "," 16,606 ", 177 ," 1,751 "," 2,082 "," 15,467 "," 1,947 "," 5,266 "," 5,912 ", 472 , 303 ," 23,342 "
HH4012,27,499,03960,000000,Sub-District - Chopda,Urban," 13,413 "," 7,022 "," 1,536 "," 8,824 ", 387 , 902 , 493 ," 7,716 "," 1,219 "," 4,512 "," 3,739 ", 485 , 738 ," 2,369 "
HH4012,27,499,03960,802647,Chopda (M Cl) ,Urban," 13,413 "," 7,022 "," 1,536 "," 8,824 ", 387 , 902 , 493 ," 7,716 "," 1,219 "," 4,512 "," 3,739 ", 485 , 738 ," 2,369 "
HH4012,27,499,03961,000000,Sub-District - Yawal,Total," 60,382 "," 26,831 "," 3,486 "," 24,081 ", 522 ," 2,305 "," 2,936 "," 18,416 "," 2,547 "," 9,631 "," 8,263 ", 755 , 814 ," 25,507 "
HH4012,27,499,03961,000000,Sub-District - Yawal,Rural," 47,512 "," 20,773 "," 2,703 "," 16,489 ", 326 ," 1,601 "," 2,258 "," 12,086 "," 1,599 "," 6,682 "," 5,820 ", 442 , 372 ," 22,499 "
HH4012,27,499,03961,000000,Sub-District - Yawal,Urban," 12,870 "," 6,058 ", 783 ," 7,592 ", 196 , 704 , 678 ," 6,330 ", 948 ," 2,949 "," 2,443 ", 313 , 442 ," 3,008 "
HH4012,27,499,03961,802648,Yawal (M Cl) ,Urban," 7,387 "," 3,447 ", 422 ," 4,254 ", 76 , 323 , 327 ," 3,659 ", 450 ," 1,453 "," 1,162 ", 133 , 148 ," 1,853 "
HH4012,27,499,03961,802649,Faizpur (M Cl),Urban," 5,483 "," 2,611 ", 361 ," 3,338 ", 120 , 381 , 351 ," 2,671 ", 498 ," 1,496 "," 1,281 ", 180 , 294 ," 1,155 "
HH4012,27,499,03962,000000,Sub-District - Raver,Total," 68,558 "," 29,299 "," 4,469 "," 27,253 ", 553 ," 2,753 "," 3,695 "," 19,779 "," 3,717 "," 10,808 "," 10,819 "," 1,555 "," 1,001 "," 29,311 "
HH4012,27,499,03962,000000,Sub-District - Raver,Rural," 59,348 "," 24,927 "," 3,717 "," 21,896 ", 400 ," 2,295 "," 3,221 "," 15,538 "," 2,919 "," 8,659 "," 8,959 "," 1,259 ", 685 ," 27,179 "
HH4012,27,499,03962,000000,Sub-District - Raver,Urban," 9,210 "," 4,372 ", 752 ," 5,357 ", 153 , 458 , 474 ," 4,241 ", 798 ," 2,149 "," 1,860 ", 296 , 316 ," 2,132 "
HH4012,27,499,03962,802650,Savda (M Cl) ,Urban," 4,334 "," 2,127 ", 365 ," 2,535 ", 74 , 220 , 207 ," 2,008 ", 417 ," 1,132 ", 976 , 145 , 177 ," 1,020 "
HH4012,27,499,03962,802651,Raver (M Cl) ,Urban," 4,876 "," 2,245 ", 387 ," 2,822 ", 79 , 238 , 267 ," 2,233 ", 381 ," 1,017 ", 884 , 151 , 139 ," 1,112 "
HH4012,27,499,03963,000000,Sub-District - Muktainagar (Edlabad),Total," 36,327 "," 17,017 "," 2,476 "," 12,455 ", 300 ," 1,060 "," 1,864 "," 9,522 "," 1,619 "," 4,952 "," 4,722 ", 648 , 385 ," 17,492 "
HH4012,27,499,03963,000000,Sub-District - Muktainagar (Edlabad),Rural," 36,327 "," 17,017 "," 2,476 "," 12,455 ", 300 ," 1,060 "," 1,864 "," 9,522 "," 1,619 "," 4,952 "," 4,722 ", 648 , 385 ," 17,492 "
HH4012,27,499,03963,000000,Sub-District - Muktainagar (Edlabad),Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,499,03964,000000,Sub-District - Bodvad,Total," 20,313 "," 9,861 "," 1,631 "," 6,364 ", 132 ," 1,100 ", 771 ," 5,958 ", 710 ," 2,689 "," 1,645 ", 182 , 161 ," 9,374 "
HH4012,27,499,03964,000000,Sub-District - Bodvad,Rural," 20,313 "," 9,861 "," 1,631 "," 6,364 ", 132 ," 1,100 ", 771 ," 5,958 ", 710 ," 2,689 "," 1,645 ", 182 , 161 ," 9,374 "
HH4012,27,499,03964,000000,Sub-District - Bodvad,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,499,03965,000000,Sub-District - Bhusawal,Total," 74,328 "," 46,039 "," 11,184 "," 50,994 "," 2,579 "," 5,555 "," 6,076 "," 35,689 "," 9,060 "," 35,467 "," 25,190 "," 2,354 "," 5,300 "," 13,112 "
HH4012,27,499,03965,000000,Sub-District - Bhusawal,Rural," 23,641 "," 11,840 "," 1,945 "," 10,807 ", 222 ," 1,130 "," 1,469 "," 8,271 "," 1,067 "," 6,892 "," 4,220 ", 319 , 384 ," 8,138 "
HH4012,27,499,03965,000000,Sub-District - Bhusawal,Urban," 50,687 "," 34,199 "," 9,239 "," 40,187 "," 2,357 "," 4,425 "," 4,607 "," 27,418 "," 7,993 "," 28,575 "," 20,970 "," 2,035 "," 4,916 "," 4,974 "
HH4012,27,499,03965,802652,Bhusawal (M Cl) ,Urban," 38,439 "," 26,163 "," 7,193 "," 31,542 "," 1,829 "," 3,353 "," 3,487 "," 21,950 "," 6,220 "," 22,854 "," 16,147 "," 1,600 "," 3,711 "," 2,745 "
HH4012,27,499,03965,527148,Nimbhore Budruk (CT),Urban," 1,357 "," 1,217 ", 586 ," 1,181 ", 229 , 245 , 312 , 531 , 394 , 919 ," 1,005 ", 125 , 401 , 60 
HH4012,27,499,03965,527149,Kandari (CT),Urban," 3,216 "," 2,481 ", 550 ," 2,646 ", 87 , 313 , 239 ," 1,834 ", 298 ," 2,129 "," 1,408 ", 90 , 303 , 339 
HH4012,27,499,03965,527150,Varangaon (CT),Urban," 7,675 "," 4,338 ", 910 ," 4,818 ", 212 , 514 , 569 ," 3,103 "," 1,081 "," 2,673 "," 2,410 ", 220 , 501 ," 1,830 "
HH4012,27,499,03966,000000,Sub-District - Jalgaon,Total," 143,113 "," 81,466 "," 23,344 "," 95,474 "," 5,902 "," 11,011 "," 8,691 "," 70,708 "," 14,957 "," 52,611 "," 45,520 "," 5,882 "," 11,491 "," 26,619 "
HH4012,27,499,03966,000000,Sub-District - Jalgaon,Rural," 45,796 "," 19,620 "," 3,812 "," 18,728 ", 302 ," 1,922 "," 2,264 "," 14,460 "," 1,830 "," 7,839 "," 5,461 ", 435 , 343 ," 18,149 "
HH4012,27,499,03966,000000,Sub-District - Jalgaon,Urban," 97,317 "," 61,846 "," 19,532 "," 76,746 "," 5,600 "," 9,089 "," 6,427 "," 56,248 "," 13,127 "," 44,772 "," 40,059 "," 5,447 "," 11,148 "," 8,470 "
HH4012,27,499,03966,802653,Jalgaon (M Corp.),Urban," 97,317 "," 61,846 "," 19,532 "," 76,746 "," 5,600 "," 9,089 "," 6,427 "," 56,248 "," 13,127 "," 44,772 "," 40,059 "," 5,447 "," 11,148 "," 8,470 "
HH4012,27,499,03967,000000,Sub-District - Erandol,Total," 34,725 "," 15,275 "," 2,203 "," 13,170 ", 177 ," 1,076 "," 1,716 "," 11,645 "," 1,464 "," 6,935 "," 4,269 ", 424 , 297 ," 14,538 "
HH4012,27,499,03967,000000,Sub-District - Erandol,Rural," 28,511 "," 12,021 "," 1,547 "," 9,500 ", 103 , 868 ," 1,400 "," 8,397 ", 952 ," 4,662 "," 3,048 ", 251 , 127 ," 13,352 "
HH4012,27,499,03967,000000,Sub-District - Erandol,Urban," 6,214 "," 3,254 ", 656 ," 3,670 ", 74 , 208 , 316 ," 3,248 ", 512 ," 2,273 "," 1,221 ", 173 , 170 ," 1,186 "
HH4012,27,499,03967,802654,Erandol (M Cl),Urban," 6,214 "," 3,254 ", 656 ," 3,670 ", 74 , 208 , 316 ," 3,248 ", 512 ," 2,273 "," 1,221 ", 173 , 170 ," 1,186 "
HH4012,27,499,03968,000000,Sub-District - Dharangaon,Total," 36,029 "," 16,882 "," 3,015 "," 16,434 ", 276 ," 1,551 "," 2,641 "," 12,819 "," 1,880 "," 6,763 "," 5,005 ", 457 , 464 ," 12,675 "
HH4012,27,499,03968,000000,Sub-District - Dharangaon,Rural," 29,252 "," 13,990 "," 2,384 "," 12,602 ", 188 ," 1,255 "," 2,364 "," 9,323 "," 1,448 "," 4,278 "," 3,807 ", 325 , 308 ," 11,202 "
HH4012,27,499,03968,000000,Sub-District - Dharangaon,Urban," 6,777 "," 2,892 ", 631 ," 3,832 ", 88 , 296 , 277 ," 3,496 ", 432 ," 2,485 "," 1,198 ", 132 , 156 ," 1,473 "
HH4012,27,499,03968,802655,Dharangaon (M Cl) ,Urban," 6,777 "," 2,892 ", 631 ," 3,832 ", 88 , 296 , 277 ," 3,496 ", 432 ," 2,485 "," 1,198 ", 132 , 156 ," 1,473 "
HH4012,27,499,03969,000000,Sub-District - Amalner,Total," 59,557 "," 33,067 "," 6,794 "," 31,198 ", 699 ," 2,557 "," 3,564 "," 25,727 "," 3,803 "," 19,399 "," 9,488 "," 1,042 "," 1,193 "," 17,255 "
HH4012,27,499,03969,000000,Sub-District - Amalner,Rural," 40,234 "," 21,283 "," 3,945 "," 16,533 ", 138 ," 1,412 "," 2,339 "," 14,607 "," 1,551 "," 8,109 "," 4,211 ", 360 , 161 ," 15,097 "
HH4012,27,499,03969,000000,Sub-District - Amalner,Urban," 19,323 "," 11,784 "," 2,849 "," 14,665 ", 561 ," 1,145 "," 1,225 "," 11,120 "," 2,252 "," 11,290 "," 5,277 ", 682 ," 1,032 "," 2,158 "
HH4012,27,499,03969,802656,Amalner (M Cl) ,Urban," 19,323 "," 11,784 "," 2,849 "," 14,665 ", 561 ," 1,145 "," 1,225 "," 11,120 "," 2,252 "," 11,290 "," 5,277 ", 682 ," 1,032 "," 2,158 "
HH4012,27,499,03970,000000,Sub-District - Parola,Total," 39,767 "," 19,862 "," 4,864 "," 16,111 ", 343 ," 1,319 "," 1,931 "," 16,041 "," 1,818 "," 8,630 "," 5,544 ", 668 , 391 ," 14,463 "
HH4012,27,499,03970,000000,Sub-District - Parola,Rural," 32,607 "," 16,206 "," 3,839 "," 11,361 ", 159 , 925 ," 1,459 "," 11,910 "," 1,258 "," 5,870 "," 3,779 ", 386 , 108 ," 13,225 "
HH4012,27,499,03970,000000,Sub-District - Parola,Urban," 7,160 "," 3,656 "," 1,025 "," 4,750 ", 184 , 394 , 472 ," 4,131 ", 560 ," 2,760 "," 1,765 ", 282 , 283 ," 1,238 "
HH4012,27,499,03970,802657,Parola (M Cl),Urban," 7,160 "," 3,656 "," 1,025 "," 4,750 ", 184 , 394 , 472 ," 4,131 ", 560 ," 2,760 "," 1,765 ", 282 , 283 ," 1,238 "
HH4012,27,499,03971,000000,Sub-District - Bhadgaon,Total," 34,677 "," 17,699 "," 2,913 "," 15,637 ", 228 ," 1,192 "," 1,817 "," 13,284 "," 1,754 "," 7,173 "," 5,498 ", 591 , 348 ," 12,345 "
HH4012,27,499,03971,000000,Sub-District - Bhadgaon,Rural," 27,068 "," 13,979 "," 2,017 "," 11,315 ", 117 , 764 ," 1,482 "," 9,707 "," 1,101 "," 4,984 "," 3,658 ", 392 , 108 ," 10,361 "
HH4012,27,499,03971,000000,Sub-District - Bhadgaon,Urban," 7,609 "," 3,720 ", 896 ," 4,322 ", 111 , 428 , 335 ," 3,577 ", 653 ," 2,189 "," 1,840 ", 199 , 240 ," 1,984 "
HH4012,27,499,03971,802658,Bhadgaon (M Cl),Urban," 7,609 "," 3,720 ", 896 ," 4,322 ", 111 , 428 , 335 ," 3,577 ", 653 ," 2,189 "," 1,840 ", 199 , 240 ," 1,984 "
HH4012,27,499,03972,000000,Sub-District - Chalisgaon,Total," 89,425 "," 47,037 "," 9,083 "," 42,275 ", 964 ," 3,317 "," 4,217 "," 38,687 "," 4,756 "," 27,032 "," 15,120 "," 1,835 "," 1,835 "," 28,003 "
HH4012,27,499,03972,000000,Sub-District - Chalisgaon,Rural," 67,787 "," 33,323 "," 5,153 "," 25,356 ", 200 ," 1,761 "," 2,829 "," 25,536 "," 2,136 "," 16,462 "," 7,805 ", 792 , 338 ," 25,856 "
HH4012,27,499,03972,000000,Sub-District - Chalisgaon,Urban," 21,638 "," 13,714 "," 3,930 "," 16,919 ", 764 ," 1,556 "," 1,388 "," 13,151 "," 2,620 "," 10,570 "," 7,315 "," 1,043 "," 1,497 "," 2,147 "
HH4012,27,499,03972,802659,Chalisgaon(M Cl),Urban," 19,429 "," 12,099 "," 3,258 "," 15,013 ", 718 ," 1,425 "," 1,267 "," 11,679 "," 2,367 "," 9,068 "," 6,376 ", 975 ," 1,371 "," 2,021 "
HH4012,27,499,03972,527863,Takali Pr. Chalisgaon (CT),Urban," 2,209 "," 1,615 ", 672 ," 1,906 ", 46 , 131 , 121 ," 1,472 ", 253 ," 1,502 ", 939 , 68 , 126 , 126 
HH4012,27,499,03973,000000,Sub-District - Pachora,Total," 60,656 "," 29,099 "," 5,633 "," 26,927 ", 556 ," 2,475 "," 2,964 "," 25,631 "," 2,910 "," 15,444 "," 10,275 "," 1,209 ", 909 ," 20,347 "
HH4012,27,499,03973,000000,Sub-District - Pachora,Rural," 48,754 "," 22,816 "," 3,805 "," 18,480 ", 217 ," 1,808 "," 2,449 "," 18,329 "," 1,782 "," 10,227 "," 6,463 ", 714 , 311 ," 18,765 "
