TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Total_Households,Bank,Radio,TV,Computer_With_Internet,Computer_Without_Internet,Landline_Only,Mobile_Only,Landline_Mobile,Bicycle,Motorcycle,Car,With_All,With_None
HH4012,27,517,00000,000000,District - Thane,Total," 2,430,616 "," 1,806,376 "," 566,768 "," 1,741,244 "," 256,170 "," 295,473 "," 196,291 "," 1,484,589 "," 330,833 "," 403,936 "," 499,186 "," 172,210 "," 255,987 "," 276,036 "
HH4012,27,517,00000,000000,District - Thane,Rural," 526,397 "," 294,692 "," 59,990 "," 199,479 "," 9,652 "," 27,465 "," 47,819 "," 193,900 "," 43,616 "," 85,195 "," 79,685 "," 15,421 "," 12,698 "," 185,681 "
HH4012,27,517,00000,000000,District - Thane,Urban," 1,904,219 "," 1,511,684 "," 506,778 "," 1,541,765 "," 246,518 "," 268,008 "," 148,472 "," 1,290,689 "," 287,217 "," 318,741 "," 419,501 "," 156,789 "," 243,289 "," 90,355 "
HH4012,27,517,04157,000000,Sub-District - Talasari,Total," 27,282 "," 13,162 "," 3,249 "," 5,023 ", 173 ," 1,402 "," 1,384 "," 7,953 ", 985 ," 9,481 "," 2,563 ", 390 , 147 ," 10,348 "
HH4012,27,517,04157,000000,Sub-District - Talasari,Rural," 27,282 "," 13,162 "," 3,249 "," 5,023 ", 173 ," 1,402 "," 1,384 "," 7,953 ", 985 ," 9,481 "," 2,563 ", 390 , 147 ," 10,348 "
HH4012,27,517,04157,000000,Sub-District - Talasari,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,517,04158,000000,Sub-District - Dahanu,Total," 85,545 "," 38,637 "," 10,389 "," 25,006 "," 1,626 "," 4,644 "," 6,837 "," 22,574 "," 7,122 "," 21,991 "," 12,933 "," 2,609 "," 2,686 "," 35,650 "
HH4012,27,517,04158,000000,Sub-District - Dahanu,Rural," 71,211 "," 28,424 "," 8,397 "," 15,119 ", 596 ," 2,860 "," 5,610 "," 15,330 "," 4,544 "," 17,518 "," 7,468 "," 1,194 ", 850 ," 33,818 "
HH4012,27,517,04158,000000,Sub-District - Dahanu,Urban," 14,334 "," 10,213 "," 1,992 "," 9,887 "," 1,030 "," 1,784 "," 1,227 "," 7,244 "," 2,578 "," 4,473 "," 5,465 "," 1,415 "," 1,836 "," 1,832 "
HH4012,27,517,04158,802782,Dahanu (M Cl),Urban," 11,194 "," 8,019 "," 1,402 "," 7,895 ", 920 ," 1,447 ", 847 ," 5,982 "," 1,939 "," 3,527 "," 4,509 "," 1,232 "," 1,601 "," 1,323 "
HH4012,27,517,04158,551750,Chinchani (CT),Urban," 3,140 "," 2,194 ", 590 ," 1,992 ", 110 , 337 , 380 ," 1,262 ", 639 , 946 , 956 , 183 , 235 , 509 
HH4012,27,517,04159,000000,Sub-District - Vikramgad,Total," 27,200 "," 12,790 "," 2,252 "," 4,512 ", 113 , 854 ," 3,315 "," 5,173 "," 1,761 "," 3,376 "," 1,880 ", 460 , 116 ," 14,408 "
HH4012,27,517,04159,000000,Sub-District - Vikramgad,Rural," 26,000 "," 11,940 "," 2,132 "," 3,822 ", 72 , 776 ," 3,281 "," 4,484 "," 1,668 "," 3,204 "," 1,553 ", 352 , 67 ," 14,098 "
HH4012,27,517,04159,000000,Sub-District - Vikramgad,Urban," 1,200 ", 850 , 120 , 690 , 41 , 78 , 34 , 689 , 93 , 172 , 327 , 108 , 49 , 310 
HH4012,27,517,04159,551844,Vikramgad (CT),Urban," 1,200 ", 850 , 120 , 690 , 41 , 78 , 34 , 689 , 93 , 172 , 327 , 108 , 49 , 310 
HH4012,27,517,04160,000000,Sub-District - Jawhar,Total," 28,172 "," 15,352 "," 2,230 "," 5,065 ", 319 ," 1,546 "," 1,837 "," 5,536 "," 1,459 "," 1,595 "," 2,344 ", 600 , 490 ," 17,152 "
HH4012,27,517,04160,000000,Sub-District - Jawhar,Rural," 25,654 "," 13,187 "," 1,894 "," 3,275 ", 235 ," 1,193 "," 1,639 "," 3,966 "," 1,193 "," 1,260 "," 1,571 ", 368 , 304 ," 16,877 "
HH4012,27,517,04160,000000,Sub-District - Jawhar,Urban," 2,518 "," 2,165 ", 336 ," 1,790 ", 84 , 353 , 198 ," 1,570 ", 266 , 335 , 773 , 232 , 186 , 275 
HH4012,27,517,04160,802783,Jawhar (M Cl),Urban," 2,518 "," 2,165 ", 336 ," 1,790 ", 84 , 353 , 198 ," 1,570 ", 266 , 335 , 773 , 232 , 186 , 275 
HH4012,27,517,04161,000000,Sub-District - Mokhada,Total," 17,328 "," 10,534 ", 877 ," 1,606 ", 69 , 642 , 421 ," 3,112 ", 290 , 396 , 725 , 246 , 45 ," 12,401 "
HH4012,27,517,04161,000000,Sub-District - Mokhada,Rural," 17,328 "," 10,534 ", 877 ," 1,606 ", 69 , 642 , 421 ," 3,112 ", 290 , 396 , 725 , 246 , 45 ," 12,401 "
HH4012,27,517,04161,000000,Sub-District - Mokhada,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,517,04162,000000,Sub-District - Vada,Total," 39,669 "," 23,150 "," 3,543 "," 13,800 ", 461 ," 1,992 "," 4,691 "," 12,948 "," 4,639 "," 3,966 "," 6,428 "," 1,546 ", 805 ," 14,622 "
HH4012,27,517,04162,000000,Sub-District - Vada,Rural," 34,393 "," 18,980 "," 2,507 "," 9,897 ", 242 ," 1,387 "," 4,396 "," 9,757 "," 3,610 "," 2,955 "," 4,611 ", 974 , 319 ," 14,175 "
HH4012,27,517,04162,000000,Sub-District - Vada,Urban," 5,276 "," 4,170 "," 1,036 "," 3,903 ", 219 , 605 , 295 ," 3,191 "," 1,029 "," 1,011 "," 1,817 ", 572 , 486 , 447 
HH4012,27,517,04162,552181,Kudus (CT),Urban," 1,499 "," 1,191 ", 210 ," 1,061 ", 22 , 162 , 42 ," 1,195 ", 95 , 105 , 451 , 128 , 60 , 105 
HH4012,27,517,04162,552182,Vada (CT),Urban," 3,777 "," 2,979 ", 826 ," 2,842 ", 197 , 443 , 253 ," 1,996 ", 934 , 906 ," 1,366 ", 444 , 426 , 342 
HH4012,27,517,04163,000000,Sub-District - Palghar,Total," 127,087 "," 78,809 "," 20,786 "," 70,698 "," 4,728 "," 9,946 "," 15,573 "," 54,756 "," 18,941 "," 39,912 "," 28,975 "," 5,411 "," 7,972 "," 24,865 "
HH4012,27,517,04163,000000,Sub-District - Palghar,Rural," 71,891 "," 39,187 "," 10,273 "," 31,858 "," 1,268 "," 3,638 "," 10,897 "," 20,847 "," 10,319 "," 17,266 "," 12,283 "," 1,852 "," 1,858 "," 20,935 "
HH4012,27,517,04163,000000,Sub-District - Palghar,Urban," 55,196 "," 39,622 "," 10,513 "," 38,840 "," 3,460 "," 6,308 "," 4,676 "," 33,909 "," 8,622 "," 22,646 "," 16,692 "," 3,559 "," 6,114 "," 3,930 "
HH4012,27,517,04163,802784,Palghar (M Cl),Urban," 15,827 "," 11,335 "," 3,159 "," 11,568 "," 1,179 "," 1,901 "," 1,390 "," 9,346 "," 2,680 "," 6,273 "," 5,419 "," 1,098 "," 1,987 "," 1,291 "
HH4012,27,517,04163,552386,Katkar (CT),Urban," 2,692 "," 1,740 ", 588 ," 1,701 ", 60 , 313 , 178 ," 1,747 ", 190 ," 1,483 ", 605 , 59 , 122 , 183 
HH4012,27,517,04163,552387,Boisar (CT),Urban," 9,097 "," 6,851 "," 1,892 "," 6,401 ", 646 ," 1,017 ", 948 ," 5,883 "," 1,132 "," 4,553 "," 2,508 ", 670 ," 1,026 ", 299 
HH4012,27,517,04163,552388,Salwad (CT),Urban," 3,222 "," 1,872 ", 428 ," 1,800 ", 88 , 203 , 198 ," 2,095 ", 257 ," 1,709 ", 567 , 111 , 137 , 259 
HH4012,27,517,04163,552389,Dandi (CT),Urban," 2,450 "," 1,130 ", 553 ," 1,093 ", 26 , 97 , 137 ," 1,497 ", 125 , 456 , 182 , 21 , 28 , 475 
HH4012,27,517,04163,552390,Khaira (CT),Urban," 8,247 "," 6,220 "," 1,038 "," 5,933 ", 369 , 746 , 536 ," 6,050 ", 898 ," 2,928 "," 2,278 ", 497 , 667 , 398 
HH4012,27,517,04163,552391,Saravali (CT),Urban," 2,132 "," 1,750 ", 332 ," 1,649 ", 150 , 385 , 148 ," 1,452 ", 320 , 948 , 881 , 138 , 340 , 93 
HH4012,27,517,04163,552392,Manor (CT),Urban," 2,111 "," 1,447 ", 271 ," 1,423 ", 64 , 214 , 218 ," 1,354 ", 141 , 288 , 453 , 139 , 100 , 253 
HH4012,27,517,04163,552393,Shirgaon (CT),Urban," 1,352 ", 802 , 241 , 900 , 25 , 106 , 170 , 574 , 271 , 432 , 327 , 50 , 76 , 217 
HH4012,27,517,04163,552394,Umber Pada Nandade (CT),Urban," 1,714 "," 1,127 ", 299 ," 1,270 ", 91 , 190 , 141 , 794 , 490 , 391 , 389 , 103 , 163 , 180 
HH4012,27,517,04163,552395,Tarapur (CT),Urban," 1,579 "," 1,167 ", 322 ," 1,037 ", 76 , 198 , 260 , 719 , 310 , 457 , 470 , 106 , 145 , 190 
HH4012,27,517,04163,552396,Pasthal (CT),Urban," 4,773 "," 4,181 "," 1,390 "," 4,065 ", 686 , 938 , 352 ," 2,398 "," 1,808 "," 2,728 "," 2,613 ", 567 ," 1,323 ", 92 
HH4012,27,517,04164,000000,Sub-District - Vasai,Total," 305,469 "," 239,168 "," 100,031 "," 238,389 "," 25,446 "," 39,476 "," 26,793 "," 204,746 "," 40,084 "," 57,121 "," 59,060 "," 14,863 "," 25,704 "," 17,644 "
HH4012,27,517,04164,000000,Sub-District - Vasai,Rural," 21,874 "," 15,533 "," 4,482 "," 13,232 ", 561 ," 1,551 "," 2,493 "," 10,125 "," 2,775 "," 4,618 "," 4,832 ", 860 ," 1,039 "," 4,323 "
HH4012,27,517,04164,000000,Sub-District - Vasai,Urban," 283,595 "," 223,635 "," 95,549 "," 225,157 "," 24,885 "," 37,925 "," 24,300 "," 194,621 "," 37,309 "," 52,503 "," 54,228 "," 14,003 "," 24,665 "," 13,321 "
HH4012,27,517,04164,802785,Vasai-Virar City (M Corp),Urban," 281,824 "," 222,734 "," 95,261 "," 224,018 "," 24,841 "," 37,704 "," 24,258 "," 193,396 "," 37,180 "," 52,202 "," 54,017 "," 13,957 "," 24,625 "," 13,142 "
HH4012,27,517,04164,552447,Chandrapada (CT),Urban," 1,771 ", 901 , 288 ," 1,139 ", 44 , 221 , 42 ," 1,225 ", 129 , 301 , 211 , 46 , 40 , 179 
HH4012,27,517,04165,000000,Sub-District - Thane,Total," 853,504 "," 723,348 "," 204,339 "," 726,792 "," 151,282 "," 126,104 "," 68,017 "," 588,434 "," 145,316 "," 129,274 "," 195,394 "," 101,198 "," 144,320 "," 24,567 "
HH4012,27,517,04165,000000,Sub-District - Thane,Rural," 3,031 "," 1,628 ", 325 ," 2,085 ", 26 , 116 , 64 ," 2,238 ", 63 , 439 , 886 , 179 , 58 , 347 
HH4012,27,517,04165,000000,Sub-District - Thane,Urban," 850,473 "," 721,720 "," 204,014 "," 724,707 "," 151,256 "," 125,988 "," 67,953 "," 586,196 "," 145,253 "," 128,835 "," 194,508 "," 101,019 "," 144,262 "," 24,220 "
HH4012,27,517,04165,802786,Mira-Bhayandar (M Corp.),Urban," 174,243 "," 158,086 "," 53,133 "," 154,755 "," 27,205 "," 30,099 "," 17,564 "," 118,622 "," 29,562 "," 26,668 "," 37,140 "," 14,079 "," 23,181 "," 3,489 "
HH4012,27,517,04165,802787,Thane (M Corp.),Urban," 418,629 "," 345,807 "," 89,381 "," 353,602 "," 69,680 "," 54,330 "," 30,128 "," 286,410 "," 74,896 "," 54,805 "," 90,535 "," 45,841 "," 66,557 "," 12,641 "
HH4012,27,517,04165,802788,Navi Mumbai (M Corp.),Urban," 257,601 "," 217,827 "," 61,500 "," 216,350 "," 54,371 "," 41,559 "," 20,261 "," 181,164 "," 40,795 "," 47,362 "," 66,833 "," 41,099 "," 54,524 "," 8,090 "
HH4012,27,517,04166,000000,Sub-District - Bhiwandi,Total," 217,812 "," 103,842 "," 34,970 "," 113,836 "," 4,600 "," 14,449 "," 12,064 "," 139,138 "," 7,720 "," 32,226 "," 42,387 "," 7,838 "," 6,997 "," 38,480 "
HH4012,27,517,04166,000000,Sub-District - Bhiwandi,Rural," 53,839 "," 31,313 "," 5,886 "," 28,453 ", 639 ," 2,558 "," 2,366 "," 31,982 "," 1,883 "," 7,562 "," 14,308 "," 2,640 "," 1,206 "," 12,441 "
HH4012,27,517,04166,000000,Sub-District - Bhiwandi,Urban," 163,973 "," 72,529 "," 29,084 "," 85,383 "," 3,961 "," 11,891 "," 9,698 "," 107,156 "," 5,837 "," 24,664 "," 28,079 "," 5,198 "," 5,791 "," 26,039 "
HH4012,27,517,04166,802789,Bhiwandi Nizampur (M Corp.),Urban," 131,636 "," 56,098 "," 24,518 "," 66,609 "," 3,342 "," 9,547 "," 8,441 "," 85,211 "," 5,075 "," 19,889 "," 22,228 "," 3,799 "," 4,717 "," 20,425 "
HH4012,27,517,04166,552675,Padagha (CT),Urban," 1,403 ", 973 , 248 ," 1,052 ", 48 , 175 , 90 ," 1,069 ", 26 , 203 , 352 , 103 , 100 , 140 
HH4012,27,517,04166,552676,Shelar (CT),Urban," 3,346 "," 1,405 ", 633 ," 1,588 ", 39 , 151 , 95 ," 2,022 ", 44 , 644 , 528 , 102 , 81 , 849 
HH4012,27,517,04166,552677,Khoni (CT),Urban," 4,619 "," 1,251 ", 419 ," 2,084 ", 62 , 314 , 150 ," 2,808 ", 54 , 823 , 554 , 67 , 84 ," 1,031 "
HH4012,27,517,04166,552678,Mahapoli (CT),Urban," 1,075 ", 474 , 38 , 608 , 13 , 55 , 27 , 724 , 36 , 66 , 162 , 46 , 24 , 218 
HH4012,27,517,04166,552679,Borivali Tarf Rahur (CT),Urban," 1,127 ", 491 , 74 , 479 , 13 , 111 , 24 , 769 , 18 , 196 , 210 , 71 , 25 , 212 
HH4012,27,517,04166,552680,Kambe (CT),Urban," 1,450 ", 657 , 151 , 655 , 6 , 63 , 30 , 782 , 15 , 296 , 169 , 20 , 10 , 475 
HH4012,27,517,04166,552681,Katai (CT),Urban," 2,873 ", 812 , 256 , 834 , 19 , 192 , 37 ," 1,491 ", 57 , 395 , 163 , 37 , 27 , 987 
HH4012,27,517,04166,552682,Karivali (CT),Urban," 3,161 ", 718 , 383 ," 1,050 ", 63 , 187 , 46 ," 1,642 ", 111 , 555 , 319 , 103 , 58 , 889 
HH4012,27,517,04166,552683,Kharbav (CT),Urban," 1,053 ", 891 , 227 , 847 , 17 , 38 , 43 , 827 , 30 , 149 , 430 , 122 , 33 , 85 
HH4012,27,517,04166,552684,Rahanal (CT),Urban," 2,373 "," 1,200 ", 416 ," 1,463 ", 36 , 229 , 131 ," 1,565 ", 67 , 215 , 338 , 102 , 79 , 369 
HH4012,27,517,04166,552685,Purne (CT),Urban," 1,379 ", 845 , 87 , 981 , 27 , 48 , 85 ," 1,070 ", 43 , 122 , 305 , 110 , 49 , 127 
HH4012,27,517,04166,552686,Kalher (CT),Urban," 3,319 "," 2,733 "," 1,074 "," 2,879 ", 158 , 403 , 228 ," 2,851 ", 82 , 325 , 996 , 296 , 285 , 64 
HH4012,27,517,04166,552687,Kon (CT),Urban," 5,159 "," 3,981 ", 560 ," 4,254 ", 118 , 378 , 271 ," 4,325 ", 179 , 786 ," 1,325 ", 220 , 219 , 168 
HH4012,27,517,04167,000000,Sub-District - Shahapur,Total," 63,425 "," 40,167 "," 6,939 "," 25,294 ", 959 ," 3,600 "," 5,957 "," 23,825 "," 7,034 "," 5,713 "," 9,502 "," 1,851 "," 1,742 "," 22,266 "
HH4012,27,517,04167,000000,Sub-District - Shahapur,Rural," 48,506 "," 28,932 "," 5,285 "," 14,453 ", 376 ," 1,840 "," 5,119 "," 13,838 "," 5,356 "," 3,819 "," 6,544 "," 1,155 ", 702 ," 20,726 "
HH4012,27,517,04167,000000,Sub-District - Shahapur,Urban," 14,919 "," 11,235 "," 1,654 "," 10,841 ", 583 ," 1,760 ", 838 ," 9,987 "," 1,678 "," 1,894 "," 2,958 ", 696 ," 1,040 "," 1,540 "
HH4012,27,517,04167,552913,Kasara Bk. (CT),Urban," 3,087 "," 1,932 ", 450 ," 1,965 ", 55 , 228 , 132 ," 1,845 ", 183 , 231 , 186 , 103 , 58 , 550 
HH4012,27,517,04167,552914,Shahapur (CT),Urban," 2,624 "," 2,048 ", 353 ," 2,009 ", 158 , 510 , 170 ," 1,706 ", 408 , 408 , 865 , 201 , 350 , 209 
HH4012,27,517,04167,552915,Vashind (CT),Urban," 4,400 "," 3,961 ", 423 ," 3,680 ", 277 , 617 , 268 ," 3,306 ", 530 , 780 ," 1,074 ", 198 , 407 , 164 
HH4012,27,517,04167,552916,Khardi (CT),Urban," 1,125 ", 715 , 118 , 606 , 9 , 44 , 33 , 632 , 89 , 77 , 118 , 34 , 17 , 290 
HH4012,27,517,04167,552917,Gotheghar (CT),Urban, 924 , 561 , 125 , 640 , 29 , 70 , 51 , 588 , 162 , 116 , 237 , 61 , 68 , 91 
HH4012,27,517,04167,552918,Asangaon (CT),Urban," 2,759 "," 2,018 ", 185 ," 1,941 ", 55 , 291 , 184 ," 1,910 ", 306 , 282 , 478 , 99 , 140 , 236 
HH4012,27,517,04168,000000,Sub-District - Kalyan,Total," 364,438 "," 309,776 "," 124,600 "," 311,311 "," 48,565 "," 58,426 "," 26,829 "," 248,238 "," 61,569 "," 58,785 "," 75,007 "," 21,975 "," 41,749 "," 14,247 "
HH4012,27,517,04168,000000,Sub-District - Kalyan,Rural," 63,737 "," 44,963 "," 9,786 "," 45,324 "," 4,723 "," 6,699 "," 3,568 "," 44,815 "," 5,395 "," 10,376 "," 13,534 "," 3,856 "," 5,321 "," 6,507 "
HH4012,27,517,04168,000000,Sub-District - Kalyan,Urban," 300,701 "," 264,813 "," 114,814 "," 265,987 "," 43,842 "," 51,727 "," 23,261 "," 203,423 "," 56,174 "," 48,409 "," 61,473 "," 18,119 "," 36,428 "," 7,740 "
HH4012,27,517,04168,802790,Kalyan-Dombivli (M Corp.),Urban," 293,574 "," 260,754 "," 114,353 "," 260,987 "," 43,708 "," 51,165 "," 22,970 "," 198,544 "," 55,741 "," 47,591 "," 60,486 "," 17,986 "," 36,249 "," 6,923 "
HH4012,27,517,04168,553005,Kambe (CT),Urban, 935 , 310 , 58 , 493 , 7 , 123 , 66 , 553 , 22 , 99 , 152 , 24 , 7 , 191 
HH4012,27,517,04168,553006,Mharal Bk (CT),Urban," 6,192 "," 3,749 ", 403 ," 4,507 ", 127 , 439 , 225 ," 4,326 ", 411 , 719 , 835 , 109 , 172 , 626 
HH4012,27,517,04169,000000,Sub-District - Ulhasnagar,Total," 110,234 "," 78,586 "," 22,340 "," 90,181 "," 8,112 "," 12,864 "," 9,021 "," 72,468 "," 14,470 "," 13,733 "," 29,828 "," 6,132 "," 11,234 "," 5,801 "
HH4012,27,517,04169,000000,Sub-District - Ulhasnagar,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,517,04169,000000,Sub-District - Ulhasnagar,Urban," 110,234 "," 78,586 "," 22,340 "," 90,181 "," 8,112 "," 12,864 "," 9,021 "," 72,468 "," 14,470 "," 13,733 "," 29,828 "," 6,132 "," 11,234 "," 5,801 "
HH4012,27,517,04169,802791,Ulhasnagar (M Corp.),Urban," 110,234 "," 78,586 "," 22,340 "," 90,181 "," 8,112 "," 12,864 "," 9,021 "," 72,468 "," 14,470 "," 13,733 "," 29,828 "," 6,132 "," 11,234 "," 5,801 "
HH4012,27,517,04170,000000,Sub-District - Ambarnath,Total," 122,936 "," 93,414 "," 27,416 "," 97,025 "," 9,427 "," 17,594 "," 7,698 "," 83,140 "," 14,307 "," 23,409 "," 27,242 "," 6,072 "," 11,439 "," 9,258 "
HH4012,27,517,04170,000000,Sub-District - Ambarnath,Rural," 25,370 "," 14,442 "," 2,528 "," 15,714 ", 485 ," 1,277 ", 949 ," 15,844 ", 866 ," 3,974 "," 4,834 ", 592 , 488 ," 4,684 "
HH4012,27,517,04170,000000,Sub-District - Ambarnath,Urban," 97,566 "," 78,972 "," 24,888 "," 81,311 "," 8,942 "," 16,317 "," 6,749 "," 67,296 "," 13,441 "," 19,435 "," 22,408 "," 5,480 "," 10,951 "," 4,574 "
HH4012,27,517,04170,802792,Badlapur (M Cl),Urban," 39,857 "," 34,597 "," 10,758 "," 34,027 "," 3,945 "," 8,659 "," 3,198 "," 28,451 "," 5,411 "," 8,253 "," 9,671 "," 2,458 "," 4,844 "," 1,434 "
HH4012,27,517,04170,802793,Ambarnath(M Cl),Urban," 54,948 "," 42,603 "," 13,740 "," 45,535 "," 4,927 "," 7,361 "," 3,413 "," 36,873 "," 7,899 "," 10,966 "," 12,402 "," 2,947 "," 6,011 "," 2,814 "
HH4012,27,517,04170,553083,Vangani (CT),Urban," 2,761 "," 1,772 ", 390 ," 1,749 ", 70 , 297 , 138 ," 1,972 ", 131 , 216 , 335 , 75 , 96 , 326 
HH4012,27,517,04171,000000,Sub-District - Murbad,Total," 40,515 "," 25,641 "," 2,807 "," 12,706 ", 290 ," 1,934 "," 5,854 "," 12,548 "," 5,136 "," 2,958 "," 4,918 "," 1,019 ", 541 ," 14,327 "
HH4012,27,517,04171,000000,Sub-District - Murbad,Rural," 36,281 "," 22,467 "," 2,369 "," 9,618 ", 187 ," 1,526 "," 5,632 "," 9,609 "," 4,669 "," 2,327 "," 3,973 ", 763 , 294 ," 14,001 "
HH4012,27,517,04171,000000,Sub-District - Murbad,Urban," 4,234 "," 3,174 ", 438 ," 3,088 ", 103 , 408 , 222 ," 2,939 ", 467 , 631 , 945 , 256 , 247 , 326 
HH4012,27,517,04171,553290,Murbad (CT),Urban," 4,234 "," 3,174 ", 438 ," 3,088 ", 103 , 408 , 222 ," 2,939 ", 467 , 631 , 945 , 256 , 247 , 326 
HH4012,27,518,00000,000000,District - Mumbai Suburban,Total," 2,027,743 "," 1,745,173 "," 739,957 "," 1,725,154 "," 404,757 "," 248,189 "," 178,939 "," 1,290,029 "," 449,691 "," 233,596 "," 310,929 "," 259,702 "," 322,194 "," 45,370 "
HH4012,27,518,00000,000000,District - Mumbai Suburban,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,518,00000,000000,District - Mumbai Suburban,Urban," 2,027,743 "," 1,745,173 "," 739,957 "," 1,725,154 "," 404,757 "," 248,189 "," 178,939 "," 1,290,029 "," 449,691 "," 233,596 "," 310,929 "," 259,702 "," 322,194 "," 45,370 "
HH4012,27,518,99999,000000,Sub-District - Not under any sub-district,Total," 2,027,743 "," 1,745,173 "," 739,957 "," 1,725,154 "," 404,757 "," 248,189 "," 178,939 "," 1,290,029 "," 449,691 "," 233,596 "," 310,929 "," 259,702 "," 322,194 "," 45,370 "
HH4012,27,518,99999,000000,Sub-District - Not under any sub-district,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,518,99999,000000,Sub-District - Not under any sub-district,Urban," 2,027,743 "," 1,745,173 "," 739,957 "," 1,725,154 "," 404,757 "," 248,189 "," 178,939 "," 1,290,029 "," 449,691 "," 233,596 "," 310,929 "," 259,702 "," 322,194 "," 45,370 "
HH4012,27,518,99999,802794,Greater Mumbai (M Corp.) (Part),Urban," 2,027,743 "," 1,745,173 "," 739,957 "," 1,725,154 "," 404,757 "," 248,189 "," 178,939 "," 1,290,029 "," 449,691 "," 233,596 "," 310,929 "," 259,702 "," 322,194 "," 45,370 "
HH4012,27,519,00000,000000,District - Mumbai,Total," 637,738 "," 559,957 "," 221,503 "," 543,699 "," 121,344 "," 82,890 "," 61,038 "," 390,211 "," 150,960 "," 56,086 "," 105,842 "," 80,168 "," 100,244 "," 14,289 "
HH4012,27,519,00000,000000,District - Mumbai,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,519,00000,000000,District - Mumbai,Urban," 637,738 "," 559,957 "," 221,503 "," 543,699 "," 121,344 "," 82,890 "," 61,038 "," 390,211 "," 150,960 "," 56,086 "," 105,842 "," 80,168 "," 100,244 "," 14,289 "
HH4012,27,519,99999,000000,Sub-District - Not under any sub-district,Total," 637,738 "," 559,957 "," 221,503 "," 543,699 "," 121,344 "," 82,890 "," 61,038 "," 390,211 "," 150,960 "," 56,086 "," 105,842 "," 80,168 "," 100,244 "," 14,289 "
HH4012,27,519,99999,000000,Sub-District - Not under any sub-district,Rural, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH4012,27,519,99999,000000,Sub-District - Not under any sub-district,Urban," 637,738 "," 559,957 "," 221,503 "," 543,699 "," 121,344 "," 82,890 "," 61,038 "," 390,211 "," 150,960 "," 56,086 "," 105,842 "," 80,168 "," 100,244 "," 14,289 "
HH4012,27,519,99999,802794,Greater Mumbai (M Corp.) (Part),Urban," 637,738 "," 559,957 "," 221,503 "," 543,699 "," 121,344 "," 82,890 "," 61,038 "," 390,211 "," 150,960 "," 56,086 "," 105,842 "," 80,168 "," 100,244 "," 14,289 "
HH4012,27,520,00000,000000,District - Raigarh,Total," 596,514 "," 391,603 "," 86,139 "," 374,021 "," 38,570 "," 57,731 "," 85,087 "," 280,834 "," 87,201 "," 136,247 "," 158,119 "," 43,536 "," 53,397 "," 100,675 "
HH4012,27,520,00000,000000,District - Raigarh,Rural," 376,520 "," 209,015 "," 42,080 "," 190,901 "," 6,872 "," 21,813 "," 63,369 "," 136,728 "," 50,194 "," 74,106 "," 74,901 "," 13,655 "," 10,596 "," 91,680 "
HH4012,27,520,00000,000000,District - Raigarh,Urban," 219,994 "," 182,588 "," 44,059 "," 183,120 "," 31,698 "," 35,918 "," 21,718 "," 144,106 "," 37,007 "," 62,141 "," 83,218 "," 29,881 "," 42,801 "," 8,995 "
HH4012,27,520,04172,000000,Sub-District - Uran,Total," 35,854 "," 23,661 "," 6,080 "," 27,048 "," 1,854 "," 3,809 "," 2,784 "," 23,059 "," 2,555 "," 6,760 "," 11,471 "," 2,128 "," 3,099 "," 3,749 "
HH4012,27,520,04172,000000,Sub-District - Uran,Rural," 20,556 "," 12,329 "," 3,243 "," 14,638 ", 662 ," 1,765 "," 1,359 "," 12,498 "," 1,160 "," 3,269 "," 6,067 ", 963 ," 1,174 "," 2,934 "
HH4012,27,520,04172,000000,Sub-District - Uran,Urban," 15,298 "," 11,332 "," 2,837 "," 12,410 "," 1,192 "," 2,044 "," 1,425 "," 10,561 "," 1,395 "," 3,491 "," 5,404 "," 1,165 "," 1,925 ", 815 
HH4012,27,520,04172,802795,Uran (M Cl),Urban," 6,312 "," 5,356 "," 1,194 "," 5,489 ", 652 ," 1,034 ", 342 ," 4,669 ", 872 ," 1,505 "," 2,435 ", 618 ," 1,038 ", 157 
HH4012,27,520,04172,553350,Kegaon (CT),Urban," 1,728 "," 1,581 ", 510 ," 1,555 ", 204 , 248 , 75 ," 1,251 ", 213 , 759 , 998 , 105 , 323 , 17 
HH4012,27,520,04172,553351,Navghar (CT),Urban," 1,485 "," 1,216 ", 383 ," 1,202 ", 154 , 269 , 210 ," 1,028 ", 99 , 425 , 632 , 192 , 292 , 45 
HH4012,27,520,04172,553352,Chanje (CT),Urban," 3,848 "," 2,228 ", 646 ," 2,869 ", 143 , 261 , 477 ," 2,286 ", 176 , 676 ," 1,015 ", 153 , 198 , 415 
